pig_gene_id,gene_symbol,description,success,biomarker_label,human_length,importance
ENSSSCG00000028446,PCBP4,poly(rC) binding protein 4 [Source:VGNC Symbol;Acc:VGNC:111200],True,,16568.0,1.118299961090088
ENSSSCG00000016606,ASB15,ankyrin repeat and SOCS box containing 15 [Source:VGNC Symbol;Acc:VGNC:97890],True,,72471.0,1.1158366998036702
ENSSSCG00000024938,SH3BP5,SH3 domain binding protein 5 [Source:VGNC Symbol;Acc:VGNC:92819],True,,87015.0,1.115636666615804
ENSSSCG00000038005,,,True,,,1.1155190070470173
ENSSSCG00000023660,PARP1,poly(ADP-ribose) polymerase 1 [Source:VGNC Symbol;Acc:VGNC:96677],True,,47944.0,1.1115204592545826
ENSSSCG00000028288,PRPF38A,pre-mRNA processing factor 38A [Source:UniProtKB Gene Name;Acc:A0A8D1SG55],True,,16776.0,1.1053733428319295
ENSSSCG00000025188,LEPR,leptin receptor [Source:VGNC Symbol;Acc:VGNC:89685],True,,220907.0,1.1051266988118489
ENSSSCG00000043002,,,False,,,1.1039233207702637
ENSSSCG00000002349,,,True,,,1.0986894046266873
ENSSSCG00000026612,TIMM50,translocase of inner mitochondrial membrane 50 [Source:VGNC Symbol;Acc:VGNC:93991],True,,13990.0,1.0981500148773193
ENSSSCG00000042319,,,True,,,1.0951499938964844
ENSSSCG00000013093,VWCE,von Willebrand factor C and EGF domains [Source:VGNC Symbol;Acc:VGNC:94888],True,,39662.0,1.0910074387987454
ENSSSCG00000017938,YBX2,Y-box binding protein 2 [Source:VGNC Symbol;Acc:VGNC:95020],True,,6376.0,1.0857599973678589
ENSSSCG00000039286,,,True,,,1.0700940328339736
ENSSSCG00000023001,CCDC149,coiled-coil domain containing 149 [Source:VGNC Symbol;Acc:VGNC:86262],True,,176690.0,1.0675766468048096
ENSSSCG00000041875,,,False,,,1.0674633185068767
ENSSSCG00000008769,,,True,,,1.0595166683197021
ENSSSCG00000009856,NOS1,nitric oxide synthase 1 [Source:VGNC Symbol;Acc:VGNC:90823],True,,244028.0,1.0593676815430324
ENSSSCG00000045433,,,False,,,1.0580723142872255
ENSSSCG00000006381,CD84,CD84 molecule [Source:VGNC Symbol;Acc:VGNC:86434],True,,38421.0,1.056173324584961
ENSSSCG00000027323,NCBP2,nuclear cap binding protein subunit 2 [Source:VGNC Symbol;Acc:VGNC:90604],True,,7192.0,1.0551466941833496
ENSSSCG00000037652,,,True,,,1.0549832979838054
ENSSSCG00000011698,GYG1,glycogenin 1 [Source:VGNC Symbol;Acc:VGNC:88758],True,,40367.0,1.0501299699147542
ENSSSCG00000027525,DHCR24,24-dehydrocholesterol reductase [Source:NCBI gene (formerly Entrezgene);Acc:100628197],True,,37580.0,1.048908993601799
ENSSSCG00000004607,PYGO1,pygopus family PHD finger 1 [Source:VGNC Symbol;Acc:VGNC:98231],True,,50063.0,1.0474404816826184
ENSSSCG00000015938,SSB,small RNA binding exonuclease protection factor La [Source:VGNC Symbol;Acc:VGNC:96599],True,,20158.0,1.0420900185902913
ENSSSCG00000001916,INSYN1,inhibitory synaptic factor 1 [Source:VGNC Symbol;Acc:VGNC:89155],True,,17910.0,1.0414940118789673
ENSSSCG00000002901,UPK1A,uroplakin 1A [Source:NCBI gene (formerly Entrezgene);Acc:397335],True,,11964.0,1.0384100278218586
ENSSSCG00000026686,PDZD9,PDZ domain containing 9 [Source:VGNC Symbol;Acc:VGNC:91297],True,,17251.0,1.0350233713785808
ENSSSCG00000016659,MATCAP2,microtubule associated tyrosine carboxypeptidase 2 [Source:VGNC Symbol;Acc:VGNC:89436],True,,65973.0,1.0304196774959564
ENSSSCG00000030936,,,False,,,1.0282366275787354
ENSSSCG00000024864,ATXN10,ataxin 10 [Source:VGNC Symbol;Acc:VGNC:85688],True,,173509.0,1.0257433652877808
ENSSSCG00000025224,ACYP2,acylphosphatase 2 [Source:VGNC Symbol;Acc:VGNC:97030],True,,334462.0,1.0235529591639836
ENSSSCG00000027046,,ubiquitin specific peptidase 9 Y-linked [Source:UniProtKB Gene Name;Acc:A0A287AC95],True,,,1.0231815005342166
ENSSSCG00000007710,MLXIPL,MLX interacting protein like [Source:VGNC Symbol;Acc:VGNC:90263],True,,31374.0,1.0183533032735188
ENSSSCG00000014578,DENND5A,DENN domain containing 5A [Source:VGNC Symbol;Acc:VGNC:87254],True,,127134.0,1.016433318456014
ENSSSCG00000050870,,,True,,,1.0100133419036865
ENSSSCG00000031140,,,False,,,1.004233678181966
ENSSSCG00000008980,SCARB2,scavenger receptor class B member 2 [Source:NCBI gene (formerly Entrezgene);Acc:414407],True,,75799.0,0.9984166622161865
ENSSSCG00000004980,THSD4,thrombospondin type 1 domain containing 4 [Source:VGNC Symbol;Acc:VGNC:93967],True,,686431.0,0.9774566491444906
ENSSSCG00000022280,DACT3,dishevelled binding antagonist of beta catenin 3 [Source:VGNC Symbol;Acc:VGNC:87149],True,,13631.0,0.976503332455953
ENSSSCG00000015872,GPD2,glycerol-3-phosphate dehydrogenase 2 [Source:VGNC Symbol;Acc:VGNC:96330],True,,178445.0,0.9748233159383138
ENSSSCG00000025190,COQ10A,coenzyme Q10A [Source:VGNC Symbol;Acc:VGNC:86905],True,,4120.0,0.9736999670664469
ENSSSCG00000029239,MZB1,marginal zone B and B1 cell specific protein [Source:VGNC Symbol;Acc:VGNC:90550],True,,2614.0,0.9724973440170288
ENSSSCG00000033684,CD79A,CD79a molecule [Source:NCBI gene (formerly Entrezgene);Acc:100190992],True,,4093.0,0.9632889628410339
ENSSSCG00000040860,NMRK2,nicotinamide riboside kinase 2 [Source:VGNC Symbol;Acc:VGNC:90801],True,,10087.0,0.9615899721781412
ENSSSCG00000050015,,,False,,,0.9599600235621134
ENSSSCG00000002036,,,True,,,0.9580899874369303
ENSSSCG00000010483,PLCE1,phospholipase C epsilon 1 [Source:VGNC Symbol;Acc:VGNC:91519],True,,338929.0,0.9576133489608765
ENSSSCG00000006940,CCN1,cellular communication network factor 1 [Source:VGNC Symbol;Acc:VGNC:86344],True,,3833.0,0.9502300024032593
ENSSSCG00000031831,CADM1,cell adhesion molecule 1 [Source:VGNC Symbol;Acc:VGNC:86134],True,,335739.0,0.9449600378672282
ENSSSCG00000003555,HMGN2,high mobility group nucleosomal binding domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:100524500],True,,6196.0,0.9283269743124644
ENSSSCG00000012546,NRK,Nik related kinase [Source:VGNC Symbol;Acc:VGNC:98161],True,,136217.0,0.921674232929945
ENSSSCG00000049639,,,False,,,0.9189266363779703
ENSSSCG00000012266,SLC9A7,solute carrier family 9 member A7 [Source:VGNC Symbol;Acc:VGNC:93189],True,,159942.0,0.9177470318973064
ENSSSCG00000039258,KICS2,KICSTOR subunit 2 [Source:VGNC Symbol;Acc:VGNC:86046],True,,36070.0,0.9113566875457764
ENSSSCG00000025901,LCLAT1,lysocardiolipin acyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100217396],True,,197004.0,0.9071143368879954
ENSSSCG00000043144,,,True,,,0.8997466564178467
ENSSSCG00000024480,SFMBT2,Scm like with four mbt domains 2 [Source:VGNC Symbol;Acc:VGNC:95935],True,,252864.0,0.898449977238973
ENSSSCG00000001844,PLIN1,perilipin 1 [Source:NCBI gene (formerly Entrezgene);Acc:654411],True,,15085.0,0.8972633679707845
ENSSSCG00000002467,ASB2,ankyrin repeat and SOCS box containing 2 [Source:VGNC Symbol;Acc:VGNC:85564],True,,45048.0,0.8940256734689077
ENSSSCG00000033541,NAT8L,N-acetyltransferase 8 like [Source:VGNC Symbol;Acc:VGNC:90586],True,,9762.0,0.8939086894194285
ENSSSCG00000007268,E2F1,E2F transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:96256],True,,10908.0,0.8916803598403931
ENSSSCG00000015839,NRG1,neuregulin 1 [Source:VGNC Symbol;Acc:VGNC:96453],True,,1216444.0,0.8909966945648193
ENSSSCG00000013377,USH1C,USH1 protein network component harmonin [Source:VGNC Symbol;Acc:VGNC:94738],True,,50521.0,0.8892769080897173
ENSSSCG00000045976,,,False,,,0.8892540136973063
ENSSSCG00000003400,NMNAT1,nicotinamide nucleotide adenylyltransferase 1 [Source:VGNC Symbol;Acc:VGNC:90797],True,,42073.0,0.8872301016623775
ENSSSCG00000011353,PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:VGNC Symbol;Acc:VGNC:91336]",True,,44331.0,0.8732933203379313
ENSSSCG00000002558,CEP170B,centrosomal protein 170B [Source:VGNC Symbol;Acc:VGNC:86564],True,,32229.0,0.85930335521698
ENSSSCG00000029050,MRPL55,mitochondrial ribosomal protein L55 [Source:VGNC Symbol;Acc:VGNC:90377],True,,3409.0,0.8588833014170328
ENSSSCG00000000152,RBFOX2,RNA binding fox-1 homolog 2 [Source:VGNC Symbol;Acc:VGNC:92140],True,,290088.0,0.8571600119272867
ENSSSCG00000008966,PARM1,prostate androgen-regulated mucin-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100511208],True,,117074.0,0.8531733353932699
ENSSSCG00000039295,MRPL34,mitochondrial ribosomal protein L34 [Source:VGNC Symbol;Acc:VGNC:100173],True,,14234.0,0.8517233530680338
ENSSSCG00000037077,SHMT2,serine hydroxymethyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:92856],True,,8381.0,0.8472233613332113
ENSSSCG00000003078,CEACAM19,CEA cell adhesion molecule 19 [Source:VGNC Symbol;Acc:VGNC:96944],True,,22082.0,0.8439727233101925
ENSSSCG00000022538,MARK4,microtubule affinity regulating kinase 4 [Source:VGNC Symbol;Acc:VGNC:90027],True,,225996.0,0.8439466953277588
ENSSSCG00000017239,RPL38,ribosomal protein L38 [Source:VGNC Symbol;Acc:VGNC:99036],True,,7814.0,0.8406243324279785
ENSSSCG00000032213,DBI,"diazepam binding inhibitor, acyl-CoA binding protein [Source:NCBI gene (formerly Entrezgene);Acc:397212]",True,,5634.0,0.8380466302235922
ENSSSCG00000026527,HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:VGNC Symbol;Acc:VGNC:88802],True,,441550.0,0.8364590997807682
ENSSSCG00000038086,ECHS1,"enoyl-CoA hydratase, short chain 1 [Source:NCBI gene (formerly Entrezgene);Acc:100156927]",True,,11242.0,0.8347100019454956
ENSSSCG00000029752,,chromosome 3 C16orf54 homolog [Source:VGNC Symbol;Acc:VGNC:86013],True,,,0.8297666708628336
ENSSSCG00000045554,,,False,,,0.8261816849311193
ENSSSCG00000030284,TRNAU1AP,tRNA selenocysteine 1 associated protein 1 [Source:VGNC Symbol;Acc:VGNC:94455],True,,25544.0,0.8230466842651367
ENSSSCG00000032022,C15orf62,chromosome 1 C15orf62 homolog [Source:VGNC Symbol;Acc:VGNC:111308],True,,2469.0,0.8218499819437662
ENSSSCG00000013788,,,True,,,0.8217093348503113
ENSSSCG00000017126,NARF,nuclear prelamin A recognition factor [Source:VGNC Symbol;Acc:VGNC:90582],True,,32357.0,0.8188499609629313
ENSSSCG00000018805,ssc-mir-133b,ssc-mir-133b [Source:miRBase;Acc:MI0013089],True,,,0.8173279960950216
ENSSSCG00000008684,,,False,,,0.8116933504740397
ENSSSCG00000050458,MPEG1,macrophage expressed 1 [Source:NCBI gene (formerly Entrezgene);Acc:100516953],True,,4964.0,0.799687017997106
ENSSSCG00000037823,ANKRD34A,ankyrin repeat domain 34A [Source:VGNC Symbol;Acc:VGNC:85335],True,,5134.0,0.7982799609502157
ENSSSCG00000013100,,,True,,,0.7922386527061462
ENSSSCG00000033452,,"mucin 5B, oligomeric mucus/gel-forming [Source:UniProtKB Gene Name;Acc:A0A8W4F7Q4]",True,,,0.7921033700307211
ENSSSCG00000034049,TRIM16,tripartite motif containing 16 [Source:VGNC Symbol;Acc:VGNC:99100],True,,56361.0,0.7907343407471975
ENSSSCG00000022029,RAP1GAP,RAP1 GTPase activating protein [Source:VGNC Symbol;Acc:VGNC:92085],True,,73631.0,0.7895633379618326
ENSSSCG00000028691,SULT1C3,sulfotransferase family 1C member 3 [Source:VGNC Symbol;Acc:VGNC:110723],True,,26286.0,0.7858203401168188
ENSSSCG00000031616,FOSB,"FosB proto-onco, AP-1 transcription factor subunit [Source:VGNC Symbol;Acc:VGNC:88190]",True,,7184.0,0.7857733170191447
ENSSSCG00000042588,,,False,,,0.784683346748352
ENSSSCG00000008058,KCTD5,potassium channel tetramerization domain containing 5 [Source:VGNC Symbol;Acc:VGNC:103973],True,,26509.0,0.7816603382428488
ENSSSCG00000012018,CHODL,chondrolectin [Source:VGNC Symbol;Acc:VGNC:86655],True,,366110.0,0.7798933188120524
ENSSSCG00000014396,DELE1,DAP3 binding cell death enhancer 1 [Source:VGNC Symbol;Acc:VGNC:87243],True,,23100.0,0.7768499851226807
ENSSSCG00000046162,,,True,,,0.7704099814097086
ENSSSCG00000012967,FOSL1,"FOS like 1, AP-1 transcription factor subunit [Source:VGNC Symbol;Acc:VGNC:88191]",True,,8524.0,0.7700900236765543
ENSSSCG00000042093,,,True,,,0.7680033047993978
ENSSSCG00000029392,HUNK,hormonally up-regulated Neu-associated kinase [Source:VGNC Symbol;Acc:VGNC:89007],True,,171613.0,0.7674399813016256
ENSSSCG00000049439,,,False,,,0.759903351465861
ENSSSCG00000013393,SPON1,spondin 1 [Source:VGNC Symbol;Acc:VGNC:93415],True,,305439.0,0.7579899628957113
ENSSSCG00000030053,ARCN1,archain 1 [Source:VGNC Symbol;Acc:VGNC:85443],True,,30643.0,0.7518433729807535
ENSSSCG00000000699,LPAR5,lysophosphatidic acid receptor 5 [Source:VGNC Symbol;Acc:VGNC:89787],True,,17609.0,0.7448000113169352
ENSSSCG00000006581,,S100 calcium binding protein A16 [Source:NCBI gene (formerly Entrezgene);Acc:100155146],True,,,0.744493325551351
ENSSSCG00000047790,,,True,,,0.7428800264994303
ENSSSCG00000024261,CBX2,chromobox 2 [Source:VGNC Symbol;Acc:VGNC:86230],True,,9835.0,0.7428666750590006
ENSSSCG00000017868,P2RX5,purinergic receptor P2X 5 [Source:VGNC Symbol;Acc:VGNC:110212],True,,24199.0,0.7421933015187582
ENSSSCG00000035403,RFX2,regulatory factor X2 [Source:VGNC Symbol;Acc:VGNC:92244],True,,206408.0,0.7356917783617973
ENSSSCG00000037087,PRRT4,proline rich transmembrane protein 4 [Source:VGNC Symbol;Acc:VGNC:91874],True,,11365.0,0.7337000370025635
ENSSSCG00000033456,GPR157,G protein-coupled receptor 157 [Source:VGNC Symbol;Acc:VGNC:88611],True,,28817.0,0.7277449065198501
ENSSSCG00000009535,EFNB2,ephrin B2 [Source:NCBI gene (formerly Entrezgene);Acc:100135673],True,,45917.0,0.7274633248647054
ENSSSCG00000005212,PLGRKT,plasminogen receptor with a C-terminal lysine [Source:VGNC Symbol;Acc:VGNC:91556],True,,80649.0,0.725629965464274
ENSSSCG00000036785,MTMR7,myotubularin related protein 7 [Source:VGNC Symbol;Acc:VGNC:108726],True,,116734.0,0.7250866492589315
ENSSSCG00000050396,,,False,,,0.7219300270080566
ENSSSCG00000022630,,,False,,,0.718423326810201
ENSSSCG00000010311,CAMK2G,calcium/calmodulin dependent protein kinase II gamma [Source:VGNC Symbol;Acc:VGNC:86157],True,,62140.0,0.7163033485412598
ENSSSCG00000014187,NUDT12,nudix hydrolase 12 [Source:VGNC Symbol;Acc:VGNC:90953],True,,13951.0,0.7161795223752657
ENSSSCG00000023603,,UBA like domain containing 1 [Source:VGNC Symbol;Acc:VGNC:104089],True,,,0.7139516472816467
ENSSSCG00000024204,SCN1A,sodium voltage-gated channel alpha subunit 1 [Source:VGNC Symbol;Acc:VGNC:95478],True,,198165.0,0.7118266423543295
ENSSSCG00000007715,ABHD11,abhydrolase domain containing 11 [Source:VGNC Symbol;Acc:VGNC:84970],True,,2772.0,0.7097630922993025
ENSSSCG00000004963,,acidic nuclear phosphoprotein 32 family member A [Source:UniProtKB Gene Name;Acc:A0A8D1TT21],True,,,0.7084167003631592
ENSSSCG00000009426,CCDC122,coiled-coil domain containing 122 [Source:VGNC Symbol;Acc:VGNC:86250],True,,56126.0,0.6985899607340494
ENSSSCG00000013856,AP1M1,adaptor related protein complex 1 subunit mu 1 [Source:VGNC Symbol;Acc:VGNC:85380],True,,48052.0,0.6933199961980184
ENSSSCG00000033727,,,False,,,0.6909869462251663
ENSSSCG00000038805,FBXO17,F-box protein 17 [Source:UniProtKB Gene Name;Acc:A0A287BBJ4],True,,35372.0,0.6909832954406738
ENSSSCG00000028814,SOD3,superoxide dismutase 3 [Source:VGNC Symbol;Acc:VGNC:93335],True,,10936.0,0.6906976501146952
ENSSSCG00000000418,,,False,,,0.6898766358693441
ENSSSCG00000034044,RASD1,ras related dexamethasone induced 1 [Source:VGNC Symbol;Acc:VGNC:92107],True,,1959.0,0.6874509956687689
ENSSSCG00000049705,,,True,,,0.6874066988627116
ENSSSCG00000036091,MORC4,MORC family CW-type zinc finger 4 [Source:VGNC Symbol;Acc:VGNC:90305],True,,186383.0,0.6864854916930199
ENSSSCG00000047028,,,False,,,0.6799995563924313
ENSSSCG00000039763,CMBL,carboxymethylenebutenolidase homolog [Source:VGNC Symbol;Acc:VGNC:86798],True,,32099.0,0.6789233684539795
ENSSSCG00000038662,FAM200C,family with sequence similarity 200 member C [Source:UniProtKB Gene Name;Acc:A0A287AJN8],True,,6943.0,0.6735300223032633
ENSSSCG00000034921,CLDN19,claudin 19 [Source:NCBI gene (formerly Entrezgene);Acc:100294682],True,,7161.0,0.6708269913991293
ENSSSCG00000012852,CDHR5,cadherin related family member 5 [Source:VGNC Symbol;Acc:VGNC:86492],True,,9673.0,0.6641366481781006
ENSSSCG00000014833,UCP2,uncoupling protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:397549],True,,9481.0,0.6623033285140991
ENSSSCG00000014437,PPARGC1B,PPARG coactivator 1 beta [Source:VGNC Symbol;Acc:VGNC:91686],True,,125028.0,0.6591166655222574
ENSSSCG00000000891,LTA4H,leukotriene A4 hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:100154219],True,,42767.0,0.6581283410390218
ENSSSCG00000049729,,,False,,,0.6543043255805969
ENSSSCG00000032711,DMAC2,distal membrane arm assembly component 2 [Source:VGNC Symbol;Acc:VGNC:96977],True,,9399.0,0.6531733274459839
ENSSSCG00000012693,,,False,,,0.651930014292399
ENSSSCG00000016868,,,False,,,0.6519200007120768
ENSSSCG00000018074,,,True,,,0.64755760335053
ENSSSCG00000040673,TMEM140,transmembrane protein 140 [Source:VGNC Symbol;Acc:VGNC:94088],True,,18447.0,0.6470185819392403
ENSSSCG00000048612,,,True,,,0.6436033248901367
ENSSSCG00000047161,,,True,,,0.6404556632041931
ENSSSCG00000031752,,,True,,,0.6382893125216166
ENSSSCG00000050856,,,True,,,0.6326066652933756
ENSSSCG00000006745,,,False,,,0.6324536800384521
ENSSSCG00000028201,CWF19L2,CWF19 like cell cycle control factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100217380],True,,136241.0,0.6313999891281128
ENSSSCG00000009133,,,True,,,0.6284533341725668
ENSSSCG00000022204,AGRN,agrin [Source:VGNC Symbol;Acc:VGNC:85188],True,,35999.0,0.6279666821161906
ENSSSCG00000012181,PDK3,pyruvate dehydrogenase kinase 3 [Source:VGNC Symbol;Acc:VGNC:91279],True,,85222.0,0.6275207102298737
ENSSSCG00000013591,TIMM44,translocase of inner mitochondrial membrane 44 [Source:VGNC Symbol;Acc:VGNC:93990],True,,17055.0,0.6259543299674988
ENSSSCG00000014287,SHROOM1,shroom family member 1 [Source:VGNC Symbol;Acc:VGNC:92860],True,,8779.0,0.6242574205001196
ENSSSCG00000029413,DNMT3A,DNA methyltransferase 3 alpha [Source:VGNC Symbol;Acc:VGNC:87384],True,,114735.0,0.6221369678775469
ENSSSCG00000006693,PDZK1,PDZ domain containing 1 [Source:VGNC Symbol;Acc:VGNC:98832],True,,37300.0,0.6163886785507202
ENSSSCG00000007527,,endothelin 3 [Source:VGNC Symbol;Acc:VGNC:96260],True,,,0.6160443425178528
ENSSSCG00000010461,ANKRD1,ankyrin repeat domain 1 [Source:VGNC Symbol;Acc:VGNC:85321],True,,8999.0,0.6101919809977213
ENSSSCG00000039101,C1QL1,complement C1q like 1 [Source:NCBI gene (formerly Entrezgene);Acc:780424],True,,8610.0,0.609498659769694
ENSSSCG00000036988,,proteasome assembly chaperone 4 [Source:UniProtKB Gene Name;Acc:A0A4X1SPQ7],True,,,0.6073499917984009
ENSSSCG00000002032,SLC7A8,solute carrier family 7 member 8 [Source:VGNC Symbol;Acc:VGNC:93176],True,,58379.0,0.6066166559855143
ENSSSCG00000047982,,,True,,,0.6062133312225342
ENSSSCG00000022714,OSER1,oxidative stress responsive serine rich 1 [Source:VGNC Symbol;Acc:VGNC:95738],True,,14933.0,0.6031333208084106
ENSSSCG00000001708,CDC5L,cell division cycle 5 like [Source:VGNC Symbol;Acc:VGNC:86463],True,,62860.0,0.6015036503473917
ENSSSCG00000046488,,,True,,,0.6001930038134257
ENSSSCG00000039990,,,True,,,0.5970633427302042
ENSSSCG00000030603,TATDN1,TatD DNase domain containing 1 [Source:VGNC Symbol;Acc:VGNC:98359],True,,50973.0,0.5961800018946329
ENSSSCG00000035105,,dual specificity phosphatase 13B [Source:VGNC Symbol;Acc:VGNC:107137],True,,,0.5957299868265787
ENSSSCG00000040579,ZNF683,zinc finger protein 683 [Source:VGNC Symbol;Acc:VGNC:98690],True,,12888.0,0.5953733523686727
ENSSSCG00000045766,,,False,,,0.5907266537348429
ENSSSCG00000020962,DYNLL2,dynein light chain LC8-type 2 [Source:VGNC Symbol;Acc:VGNC:87501],True,,12679.0,0.5898033380508423
ENSSSCG00000043605,,,True,,,0.58822101354599
ENSSSCG00000005725,TTF1,transcription termination factor 1 [Source:VGNC Symbol;Acc:VGNC:94562],True,,31303.0,0.5843133529027303
ENSSSCG00000051131,,,False,,,0.5836619933446249
ENSSSCG00000042327,OVOL3,ovo like zinc finger 3 [Source:VGNC Symbol;Acc:VGNC:110397],True,,2595.0,0.582760109876593
ENSSSCG00000018668,U6,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],True,,105.0,0.5782373348871866
ENSSSCG00000032599,,,True,,,0.574126680692037
ENSSSCG00000042801,,,False,,,0.5740933418273926
ENSSSCG00000030585,HOXC6,homeobox C6 [Source:VGNC Symbol;Acc:VGNC:88953],True,,40199.0,0.5633676648139954
ENSSSCG00000015656,FCMR,Fc mu receptor [Source:VGNC Symbol;Acc:VGNC:88069],True,,19930.0,0.5629288813409706
ENSSSCG00000025701,NCK1,NCK adaptor protein 1 [Source:VGNC Symbol;Acc:VGNC:90609],True,,89429.0,0.5593816737333933
ENSSSCG00000023880,RRP8,ribosomal RNA processing 8 [Source:VGNC Symbol;Acc:VGNC:92467],True,,8544.0,0.5578933159510294
ENSSSCG00000000633,YBX3,Y-box binding protein 3 [Source:VGNC Symbol;Acc:VGNC:95021],True,,24311.0,0.556600014368693
ENSSSCG00000002825,,carboxylesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:397478],True,,,0.5518431750436624
ENSSSCG00000003431,NPPB,natriuretic peptide B [Source:NCBI gene (formerly Entrezgene);Acc:396844],True,,1512.0,0.5512263476848602
ENSSSCG00000026695,TNFSF14,TNF superfamily member 14 [Source:VGNC Symbol;Acc:VGNC:94270],True,,12536.0,0.5508529419700304
ENSSSCG00000044174,,,True,,,0.5502933263778687
ENSSSCG00000023423,UBALD2,UBA like domain containing 2 [Source:VGNC Symbol;Acc:VGNC:94633],True,,5950.0,0.5482580065727234
ENSSSCG00000020801,ARX,aristaless related homeobox [Source:VGNC Symbol;Acc:VGNC:85556],True,,12726.0,0.5477866729100546
ENSSSCG00000031757,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:86197]",True,,72192.0,0.545003334681193
ENSSSCG00000016661,SEPTIN7,septin 7 [Source:VGNC Symbol;Acc:VGNC:92724],True,,106178.0,0.54326331615448
ENSSSCG00000008180,EIF5B,eukaryotic translation initiation factor 5B [Source:VGNC Symbol;Acc:VGNC:87634],True,,63955.0,0.5379466613133749
ENSSSCG00000013642,PDE4A,phosphodiesterase 4A [Source:VGNC Symbol;Acc:VGNC:91254],True,,52857.0,0.5354586640993754
ENSSSCG00000032145,IRX5,iroquois homeobox 5 [Source:VGNC Symbol;Acc:VGNC:89219],True,,3620.0,0.5346331335604191
ENSSSCG00000003895,EFCAB14,EF-hand calcium binding domain 14 [Source:VGNC Symbol;Acc:VGNC:87563],True,,44487.0,0.5288766622543335
ENSSSCG00000021333,PAK4,p21 (RAC1) activated kinase 4 [Source:VGNC Symbol;Acc:VGNC:98526],True,,57088.0,0.5271745414162675
ENSSSCG00000038919,RP9,RP9 pre-mRNA splicing factor [Source:UniProtKB Gene Name;Acc:A0A287BF00],True,,14608.0,0.5254350105921427
ENSSSCG00000043592,,,True,,,0.5242100159327189
ENSSSCG00000035878,FOXD1,forkhead box D1 [Source:VGNC Symbol;Acc:VGNC:88199],True,,3950.0,0.5177961885929108
ENSSSCG00000004218,RSPO3,R-spondin 3 [Source:NCBI gene (formerly Entrezgene);Acc:100155208],True,,80818.0,0.5164500077565511
ENSSSCG00000026605,BPI,bactericidal permeability increasing protein [Source:VGNC Symbol;Acc:VGNC:95499],True,,77364.0,0.5083533525466919
ENSSSCG00000037832,PMP22,peripheral myelin protein 22 [Source:VGNC Symbol;Acc:VGNC:91590],True,,42519.0,0.5082586606343588
ENSSSCG00000042098,,,True,,,0.504858652750651
ENSSSCG00000018079,,,True,,,0.5044666528701782
ENSSSCG00000006582,S100A14,S100 calcium binding protein A14 [Source:NCBI gene (formerly Entrezgene);Acc:100153930],True,,2741.0,0.5030933221181234
ENSSSCG00000003857,ZYG11B,"zyg-11 family member B, cell cycle regulator [Source:VGNC Symbol;Acc:VGNC:95345]",True,,100889.0,0.501950999101003
ENSSSCG00000005081,LRRC9,leucine rich repeat containing 9 [Source:VGNC Symbol;Acc:VGNC:103120],True,,147104.0,0.4997813403606415
ENSSSCG00000009222,SPARCL1,SPARC like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100037275],True,,57789.0,0.4980613390604655
ENSSSCG00000048677,,,False,,,0.4966599941253662
ENSSSCG00000008096,ZC3H6,zinc finger CCCH-type containing 6 [Source:VGNC Symbol;Acc:VGNC:95098],True,,64462.0,0.49377967913945514
ENSSSCG00000008193,,zeta chain of T cell receptor associated protein kinase 70 [Source:VGNC Symbol;Acc:VGNC:95050],True,,,0.4933736522992452
ENSSSCG00000047178,,,False,,,0.4932040174802144
ENSSSCG00000032821,FRAT1,FRAT regulator of WNT signaling pathway 1 [Source:VGNC Symbol;Acc:VGNC:107393],True,,2644.0,0.48978666464487713
ENSSSCG00000029503,F7,coagulation factor VII [Source:NCBI gene (formerly Entrezgene);Acc:733661],True,,14923.0,0.4840933481852214
ENSSSCG00000014314,,F-box and leucine rich repeat protein 21 [Source:VGNC Symbol;Acc:VGNC:109146],True,,,0.4837043484052022
ENSSSCG00000001437,AGER,advanced glycosylation end-product specific receptor [Source:VGNC Symbol;Acc:VGNC:85178],True,,3381.0,0.48259566227595013
ENSSSCG00000045946,,,False,,,0.48172001043955487
ENSSSCG00000022687,NAA40,"N-alpha-acetyltransferase 40, NatD catalytic subunit [Source:VGNC Symbol;Acc:VGNC:96753]",True,,18650.0,0.48160367210706073
ENSSSCG00000008214,,,False,,,0.4810299873352051
ENSSSCG00000044810,,,True,,,0.47531334559122723
ENSSSCG00000032677,,,True,,,0.47477567195892334
ENSSSCG00000024914,CFB,complement factor B [Source:VGNC Symbol;Acc:VGNC:111467],True,,6436.0,0.47335075478379923
