Sample_ID,Tissue,Tissue_detail,Age,Stage,Sex
SAMN00000807,Muscle,Muscle,214,Post_pubertal_150_365d,Female
SAMN00000808,Muscle,Muscle,265,Post_pubertal_150_365d,Female
SAMN00000809,Muscle,Muscle,235,Post_pubertal_150_365d,Female
SAMN00000810,Muscle,Muscle,350,Post_pubertal_150_365d,Female
SAMN00000811,Muscle,Muscle,210,Post_pubertal_150_365d,Male
SAMN00000812,Muscle,Muscle,332,Post_pubertal_150_365d,Female
SAMN00000813,Muscle,Muscle,154,Post_pubertal_150_365d,Female
SAMN00000814,Muscle,Muscle,194,Post_pubertal_150_365d,Male
SAMN00000815,Muscle,Muscle,246,Post_pubertal_150_365d,Male
SAMN00000816,Muscle,Muscle,210,Post_pubertal_150_365d,Male
SAMN00000817,Muscle,Muscle,274,Post_pubertal_150_365d,Male
SAMN00000818,Muscle,Muscle,323,Post_pubertal_150_365d,Female
SAMN00000819,Muscle,Muscle,176,Post_pubertal_150_365d,Male
SAMN00000820,Muscle,Muscle,173,Post_pubertal_150_365d,Female
SAMN00000821,Muscle,Muscle,315,Post_pubertal_150_365d,Female
SAMN00000822,Muscle,Muscle,153,Post_pubertal_150_365d,Male
SAMN00000823,Muscle,Muscle,248,Post_pubertal_150_365d,Male
SAMN00000824,Muscle,Muscle,360,Post_pubertal_150_365d,Male
SAMN00000825,Muscle,Muscle,307,Post_pubertal_150_365d,Female
SAMN00000826,Muscle,Muscle,337,Post_pubertal_150_365d,Female
SAMN00000827,Muscle,Muscle,352,Post_pubertal_150_365d,Female
SAMN00000828,Muscle,Muscle,183,Post_pubertal_150_365d,Female
SAMN00000829,Muscle,Muscle,354,Post_pubertal_150_365d,Male
SAMN00000830,Muscle,Muscle,300,Post_pubertal_150_365d,Female
SAMN00000831,Muscle,Muscle,200,Post_pubertal_150_365d,Male
SAMN00000832,Muscle,Muscle,348,Post_pubertal_150_365d,Female
SAMN00000833,Muscle,Muscle,179,Post_pubertal_150_365d,Female
SAMN00000834,Muscle,Muscle,265,Post_pubertal_150_365d,Female
SAMN00000835,Muscle,Muscle,339,Post_pubertal_150_365d,Male
SAMN00000836,Muscle,Muscle,343,Post_pubertal_150_365d,Female
SAMN00000837,Muscle,Muscle,203,Post_pubertal_150_365d,Male
SAMN00000838,Muscle,Muscle,170,Post_pubertal_150_365d,Female
SAMN00000839,Muscle,Muscle,171,Post_pubertal_150_365d,Female
SAMN00000840,Muscle,Muscle,163,Post_pubertal_150_365d,Female
SAMN00000841,Muscle,Muscle,255,Post_pubertal_150_365d,Female
SAMN00000842,Muscle,Muscle,189,Post_pubertal_150_365d,Female
SAMN00000843,Muscle,Muscle,252,Post_pubertal_150_365d,Male
SAMN00000844,Muscle,Muscle,231,Post_pubertal_150_365d,Female
SAMN00000845,Muscle,Muscle,222,Post_pubertal_150_365d,Female
SAMN00000846,Muscle,Muscle,308,Post_pubertal_150_365d,Female
SAMN00000847,Muscle,Muscle,298,Post_pubertal_150_365d,Male
SAMN00000848,Muscle,Muscle,225,Post_pubertal_150_365d,Female
SAMN00000849,Muscle,Muscle,356,Post_pubertal_150_365d,Male
SAMN00000850,Muscle,Muscle,201,Post_pubertal_150_365d,Female
SAMN00000851,Muscle,Muscle,172,Post_pubertal_150_365d,Male
SAMN00000852,Muscle,Muscle,164,Post_pubertal_150_365d,Male
SAMN00000853,Muscle,Muscle,236,Post_pubertal_150_365d,Female
SAMN00000854,Muscle,Muscle,207,Post_pubertal_150_365d,Female
SAMN00000855,Muscle,Muscle,205,Post_pubertal_150_365d,Female
SAMN00000856,Muscle,Muscle,283,Post_pubertal_150_365d,Male
SAMN00000857,Muscle,Muscle,266,Post_pubertal_150_365d,Female
SAMN00000858,Muscle,Muscle,302,Post_pubertal_150_365d,Female
SAMN00000859,Muscle,Muscle,205,Post_pubertal_150_365d,Male
SAMN00000860,Muscle,Muscle,347,Post_pubertal_150_365d,Male
SAMN00000861,Muscle,Muscle,258,Post_pubertal_150_365d,Female
SAMN00000862,Muscle,Muscle,295,Post_pubertal_150_365d,Female
SAMN00000863,Muscle,Muscle,231,Post_pubertal_150_365d,Female
SAMN00000864,Muscle,Muscle,209,Post_pubertal_150_365d,Female
SAMN00000865,Muscle,Muscle,268,Post_pubertal_150_365d,Female
SAMN00000866,Muscle,Muscle,306,Post_pubertal_150_365d,Male
SAMN00000867,Muscle,Muscle,261,Post_pubertal_150_365d,Male
SAMN00000868,Muscle,Muscle,296,Post_pubertal_150_365d,Male
SAMN00000869,Muscle,Muscle,291,Post_pubertal_150_365d,Female
SAMN00000870,Muscle,Muscle,249,Post_pubertal_150_365d,Female
SAMN00000871,Muscle,Muscle,222,Post_pubertal_150_365d,Female
SAMN00000872,Muscle,Muscle,227,Post_pubertal_150_365d,Female
SAMN00000873,Muscle,Muscle,175,Post_pubertal_150_365d,Female
SAMN00000874,Muscle,Muscle,277,Post_pubertal_150_365d,Male
SAMN00000875,Muscle,Muscle,344,Post_pubertal_150_365d,Male
SAMN00000876,Muscle,Muscle,174,Post_pubertal_150_365d,Female
SAMN00000877,Muscle,Muscle,258,Post_pubertal_150_365d,Male
SAMN00000878,Muscle,Muscle,318,Post_pubertal_150_365d,Male
SAMN00000879,Muscle,Muscle,344,Post_pubertal_150_365d,Male
SAMN00000880,Muscle,Muscle,218,Post_pubertal_150_365d,Female
SAMN00000881,Muscle,Muscle,328,Post_pubertal_150_365d,Male
SAMN00000882,Muscle,Muscle,338,Post_pubertal_150_365d,Male
SAMN00000883,Muscle,Muscle,215,Post_pubertal_150_365d,Female
SAMN00000884,Muscle,Muscle,182,Post_pubertal_150_365d,Male
SAMN00000885,Muscle,Muscle,211,Post_pubertal_150_365d,Female
SAMN00000886,Muscle,Muscle,316,Post_pubertal_150_365d,Female
SAMN00000887,Muscle,Muscle,239,Post_pubertal_150_365d,Female
SAMN00000888,Muscle,Muscle,267,Post_pubertal_150_365d,Female
SAMN00000889,Muscle,Muscle,358,Post_pubertal_150_365d,Male
SAMN00000890,Muscle,Muscle,171,Post_pubertal_150_365d,Male
SAMN00000891,Muscle,Muscle,203,Post_pubertal_150_365d,Female
SAMN00000892,Muscle,Muscle,184,Post_pubertal_150_365d,Male
SAMN00000893,Muscle,Muscle,265,Post_pubertal_150_365d,Male
SAMN00000894,Muscle,Muscle,207,Post_pubertal_150_365d,Female
SAMN00000895,Muscle,Muscle,273,Post_pubertal_150_365d,Male
SAMN00000896,Muscle,Muscle,188,Post_pubertal_150_365d,Female
SAMN00000897,Muscle,Muscle,341,Post_pubertal_150_365d,Male
SAMN00000898,Muscle,Muscle,347,Post_pubertal_150_365d,Male
SAMN00000899,Muscle,Muscle,351,Post_pubertal_150_365d,Female
SAMN00000900,Muscle,Muscle,341,Post_pubertal_150_365d,Male
SAMN00000901,Muscle,Muscle,248,Post_pubertal_150_365d,Male
SAMN00000902,Muscle,Muscle,357,Post_pubertal_150_365d,Female
SAMN00000903,Muscle,Muscle,283,Post_pubertal_150_365d,Male
SAMN00000904,Muscle,Muscle,215,Post_pubertal_150_365d,Female
SAMN00000905,Muscle,Muscle,191,Post_pubertal_150_365d,Male
SAMN00000906,Muscle,Muscle,359,Post_pubertal_150_365d,Female
SAMN00000907,Muscle,Muscle,160,Post_pubertal_150_365d,Male
SAMN00000908,Muscle,Muscle,151,Post_pubertal_150_365d,Male
SAMN00000909,Muscle,Muscle,156,Post_pubertal_150_365d,Male
SAMN00000910,Muscle,Muscle,495,Adult_>365d,Male
SAMN00000911,Muscle,Muscle,400,Adult_>365d,Male
SAMN00000912,Muscle,Muscle,608,Adult_>365d,Female
SAMN00000913,Muscle,Muscle,438,Adult_>365d,Male
SAMN00000914,Muscle,Muscle,406,Adult_>365d,Male
SAMN00000915,Liver,Liver,9,Infant_0_20d,Male
SAMN00000916,Liver,Liver,12,Infant_0_20d,Female
SAMN00000917,Liver,Liver,17,Infant_0_20d,Male
SAMN00000918,Liver,Liver,9,Infant_0_20d,Female
SAMN00000919,Liver,Liver,11,Infant_0_20d,Female
SAMN00000920,Liver,Liver,17,Infant_0_20d,Male
SAMN00000921,Liver,Liver,10,Infant_0_20d,Female
SAMN00000922,Liver,Liver,17,Infant_0_20d,Male
SAMN00000923,Liver,Liver,6,Infant_0_20d,Male
SAMN00000924,Liver,Liver,10,Infant_0_20d,Female
SAMN00000925,Liver,Liver,18,Infant_0_20d,Female
SAMN00000926,Liver,Liver,12,Infant_0_20d,Male
SAMN00000927,Liver,Liver,8,Infant_0_20d,Female
SAMN00000928,Liver,Liver,9,Infant_0_20d,Male
SAMN00000929,Liver,Liver,1,Infant_0_20d,Male
SAMN00000930,Liver,Liver,4,Infant_0_20d,Male
SAMN00000931,Liver,Liver,8,Infant_0_20d,Male
SAMN00000932,Liver,Liver,1,Infant_0_20d,Male
SAMN00000933,Liver,Liver,8,Infant_0_20d,Male
SAMN00000934,Liver,Liver,17,Infant_0_20d,Female
SAMN00000935,Liver,Liver,9,Infant_0_20d,Female
SAMN00000936,Liver,Liver,8,Infant_0_20d,Female
SAMN00000937,Liver,Liver,8,Infant_0_20d,Female
SAMN00000938,Liver,Liver,9,Infant_0_20d,Male
SAMN00000939,Liver,Liver,7,Infant_0_20d,Male
SAMN00000940,Liver,Liver,17,Infant_0_20d,Female
SAMN00000941,Liver,Liver,18,Infant_0_20d,Female
SAMN00000942,Liver,Liver,18,Infant_0_20d,Female
SAMN00000943,Liver,Liver,6,Infant_0_20d,Male
SAMN00000944,Liver,Liver,1,Infant_0_20d,Female
SAMN00000945,Liver,Liver,17,Infant_0_20d,Male
SAMN00000946,Liver,Liver,10,Infant_0_20d,Female
SAMN00000947,Liver,Liver,9,Infant_0_20d,Male
SAMN00000948,Liver,Liver,16,Infant_0_20d,Male
SAMN00000949,Liver,Liver,17,Infant_0_20d,Female
SAMN00000950,Liver,Liver,1,Infant_0_20d,Male
SAMN00000951,Liver,Liver,8,Infant_0_20d,Female
SAMN00000952,Liver,Liver,6,Infant_0_20d,Female
SAMN00000953,Liver,Liver,18,Infant_0_20d,Male
SAMN00000954,Liver,Liver,5,Infant_0_20d,Male
SAMN00000955,Liver,Liver,18,Infant_0_20d,Male
SAMN00000956,Liver,Liver,13,Infant_0_20d,Male
SAMN00000957,Liver,Liver,5,Infant_0_20d,Female
SAMN00000958,Liver,Liver,11,Infant_0_20d,Female
SAMN00000959,Liver,Liver,13,Infant_0_20d,Male
SAMN00000960,Liver,Liver,11,Infant_0_20d,Female
SAMN00000961,Liver,Liver,1,Infant_0_20d,Female
SAMN00000962,Liver,Liver,13,Infant_0_20d,Female
SAMN00000963,Liver,Liver,11,Infant_0_20d,Female
SAMN00000964,Liver,Liver,12,Infant_0_20d,Male
SAMN00000965,Liver,Liver,10,Infant_0_20d,Female
SAMN00000966,Liver,Liver,1,Infant_0_20d,Female
SAMN00000967,Liver,Liver,4,Infant_0_20d,Male
SAMN00000968,Liver,Liver,9,Infant_0_20d,Female
SAMN00000969,Liver,Liver,3,Infant_0_20d,Female
SAMN00000970,Liver,Liver,5,Infant_0_20d,Female
SAMN00000971,Liver,Liver,8,Infant_0_20d,Female
SAMN00000972,Liver,Liver,5,Infant_0_20d,Female
SAMN00000973,Liver,Liver,7,Infant_0_20d,Male
SAMN00000974,Liver,Liver,12,Infant_0_20d,Female
SAMN00000975,Liver,Liver,4,Infant_0_20d,Male
SAMN00000976,Liver,Liver,8,Infant_0_20d,Male
SAMN00000977,Liver,Liver,1,Infant_0_20d,Male
SAMN00000978,Liver,Liver,19,Infant_0_20d,Female
SAMN00000979,Liver,Liver,18,Infant_0_20d,Male
SAMN00000980,Liver,Liver,3,Infant_0_20d,Male
SAMN00000981,Liver,Liver,6,Infant_0_20d,Female
SAMN00000982,Liver,Liver,7,Infant_0_20d,Female
SAMN00000983,Liver,Liver,19,Infant_0_20d,Male
SAMN00000984,Liver,Liver,11,Infant_0_20d,Female
SAMN00000985,Liver,Liver,16,Infant_0_20d,Male
SAMN00000986,Liver,Liver,3,Infant_0_20d,Male
SAMN00000987,Liver,Liver,18,Infant_0_20d,Female
SAMN00000988,Liver,Liver,11,Infant_0_20d,Female
SAMN00000989,Liver,Liver,15,Infant_0_20d,Male
SAMN00000990,Liver,Liver,19,Infant_0_20d,Female
SAMN00000991,Liver,Liver,10,Infant_0_20d,Male
SAMN00000992,Liver,Liver,13,Infant_0_20d,Female
SAMN00000993,Liver,Liver,19,Infant_0_20d,Female
SAMN00000994,Liver,Liver,17,Infant_0_20d,Female
SAMN00000995,Liver,Liver,15,Infant_0_20d,Female
SAMN00000996,Liver,Liver,13,Infant_0_20d,Male
SAMN00000997,Liver,Liver,7,Infant_0_20d,Female
SAMN00000998,Liver,Liver,3,Infant_0_20d,Male
SAMN00000999,Liver,Liver,4,Infant_0_20d,Male
SAMN00001000,Liver,Liver,17,Infant_0_20d,Female
SAMN00001001,Liver,Liver,5,Infant_0_20d,Male
SAMN00001002,Liver,Liver,17,Infant_0_20d,Female
SAMN00001003,Liver,Liver,9,Infant_0_20d,Female
SAMN00001004,Liver,Liver,9,Infant_0_20d,Female
SAMN00001005,Liver,Liver,18,Infant_0_20d,Male
SAMN00001006,Liver,Liver,5,Infant_0_20d,Male
SAMN00001007,Liver,Liver,14,Infant_0_20d,Female
SAMN00001008,Liver,Liver,15,Infant_0_20d,Male
SAMN00001009,Liver,Liver,2,Infant_0_20d,Male
SAMN00001010,Liver,Liver,43,Early childhood_21_59d,Male
SAMN00001011,Liver,Liver,36,Early childhood_21_59d,Female
SAMN00001012,Liver,Liver,22,Early childhood_21_59d,Female
SAMN00001013,Liver,Liver,22,Early childhood_21_59d,Male
SAMN00001014,Liver,Liver,28,Early childhood_21_59d,Female
SAMN00001015,Liver,Liver,38,Early childhood_21_59d,Female
SAMN00001016,Liver,Liver,50,Early childhood_21_59d,Female
SAMN00001017,Liver,Liver,41,Early childhood_21_59d,Female
SAMN00001018,Liver,Liver,48,Early childhood_21_59d,Female
SAMN00001019,Liver,Liver,28,Early childhood_21_59d,Female
SAMN00001020,Liver,Liver,23,Early childhood_21_59d,Male
SAMN00001021,Liver,Liver,28,Early childhood_21_59d,Male
SAMN00001022,Liver,Liver,38,Early childhood_21_59d,Female
SAMN00001023,Liver,Liver,28,Early childhood_21_59d,Female
SAMN00001024,Liver,Liver,23,Early childhood_21_59d,Female
SAMN00001025,Liver,Liver,51,Early childhood_21_59d,Female
SAMN00001026,Liver,Liver,40,Early childhood_21_59d,Female
SAMN00001027,Liver,Liver,54,Early childhood_21_59d,Female
SAMN00001028,Liver,Liver,58,Early childhood_21_59d,Female
SAMN00001029,Liver,Liver,48,Early childhood_21_59d,Female
SAMN00001030,Liver,Liver,27,Early childhood_21_59d,Male
SAMN00001031,Liver,Liver,44,Early childhood_21_59d,Female
SAMN00001032,Liver,Liver,36,Early childhood_21_59d,Male
SAMN00001033,Liver,Liver,27,Early childhood_21_59d,Male
SAMN00001034,Liver,Liver,55,Early childhood_21_59d,Male
SAMN00001035,Liver,Liver,28,Early childhood_21_59d,Female
SAMN00001036,Liver,Liver,27,Early childhood_21_59d,Female
SAMN00001037,Liver,Liver,58,Early childhood_21_59d,Female
SAMN00001038,Liver,Liver,35,Early childhood_21_59d,Female
SAMN00001039,Liver,Liver,51,Early childhood_21_59d,Female
SAMN00001040,Liver,Liver,38,Early childhood_21_59d,Female
SAMN00001041,Liver,Liver,26,Early childhood_21_59d,Male
SAMN00001042,Liver,Liver,50,Early childhood_21_59d,Male
SAMN00001043,Liver,Liver,56,Early childhood_21_59d,Male
SAMN00001044,Liver,Liver,24,Early childhood_21_59d,Female
SAMN00001045,Liver,Liver,22,Early childhood_21_59d,Female
SAMN00001046,Liver,Liver,32,Early childhood_21_59d,Male
SAMN00001047,Liver,Liver,29,Early childhood_21_59d,Male
SAMN00001048,Liver,Liver,46,Early childhood_21_59d,Female
SAMN00001049,Liver,Liver,21,Early childhood_21_59d,Male
SAMN00001050,Liver,Liver,29,Early childhood_21_59d,Male
SAMN00001051,Liver,Liver,24,Early childhood_21_59d,Male
SAMN00001052,Liver,Liver,37,Early childhood_21_59d,Female
SAMN00001053,Liver,Liver,54,Early childhood_21_59d,Female
SAMN00001054,Liver,Liver,26,Early childhood_21_59d,Male
SAMN00001055,Liver,Liver,57,Early childhood_21_59d,Female
SAMN00001056,Liver,Liver,37,Early childhood_21_59d,Female
SAMN00001057,Liver,Liver,23,Early childhood_21_59d,Female
SAMN00001058,Liver,Liver,54,Early childhood_21_59d,Female
SAMN00001059,Liver,Liver,22,Early childhood_21_59d,Male
SAMN00001060,Liver,Liver,42,Early childhood_21_59d,Male
SAMN00001061,Liver,Liver,48,Early childhood_21_59d,Male
SAMN00001062,Liver,Liver,39,Early childhood_21_59d,Female
SAMN00001063,Liver,Liver,50,Early childhood_21_59d,Female
SAMN00001064,Liver,Liver,23,Early childhood_21_59d,Male
SAMN00001065,Liver,Liver,21,Early childhood_21_59d,Male
SAMN00001066,Liver,Liver,50,Early childhood_21_59d,Male
SAMN00001067,Liver,Liver,48,Early childhood_21_59d,Female
SAMN00001068,Liver,Liver,46,Early childhood_21_59d,Female
SAMN00001069,Liver,Liver,48,Early childhood_21_59d,Male
SAMN00001070,Liver,Liver,23,Early childhood_21_59d,Female
SAMN00001071,Liver,Liver,81,Pre_pubertal_60_149d,Male
SAMN00001072,Liver,Liver,92,Pre_pubertal_60_149d,Female
SAMN00001073,Liver,Liver,67,Pre_pubertal_60_149d,Female
SAMN00001074,Liver,Liver,111,Pre_pubertal_60_149d,Male
SAMN00001075,Liver,Liver,114,Pre_pubertal_60_149d,Female
SAMN00001076,Liver,Liver,111,Pre_pubertal_60_149d,Female
SAMN00001077,Liver,Liver,80,Pre_pubertal_60_149d,Female
SAMN00001078,Liver,Liver,142,Pre_pubertal_60_149d,Male
SAMN00001079,Liver,Liver,90,Pre_pubertal_60_149d,Female
SAMN00001080,Liver,Liver,93,Pre_pubertal_60_149d,Male
SAMN00001081,Liver,Liver,94,Pre_pubertal_60_149d,Male
SAMN00001082,Liver,Liver,124,Pre_pubertal_60_149d,Male
SAMN00001083,Liver,Liver,145,Pre_pubertal_60_149d,Male
SAMN00001084,Liver,Liver,132,Pre_pubertal_60_149d,Female
SAMN00001085,Liver,Liver,100,Pre_pubertal_60_149d,Male
SAMN00001086,Liver,Liver,85,Pre_pubertal_60_149d,Male
SAMN00001087,Liver,Liver,100,Pre_pubertal_60_149d,Male
SAMN00001088,Liver,Liver,128,Pre_pubertal_60_149d,Male
SAMN00001089,Liver,Liver,64,Pre_pubertal_60_149d,Male
SAMN00001090,Liver,Liver,92,Pre_pubertal_60_149d,Female
SAMN00001091,Liver,Liver,130,Pre_pubertal_60_149d,Female
SAMN00001092,Liver,Liver,146,Pre_pubertal_60_149d,Male
SAMN00001093,Liver,Liver,82,Pre_pubertal_60_149d,Female
SAMN00001094,Liver,Liver,132,Pre_pubertal_60_149d,Female
SAMN00001095,Liver,Liver,110,Pre_pubertal_60_149d,Male
SAMN00001096,Liver,Liver,72,Pre_pubertal_60_149d,Female
SAMN00001097,Liver,Liver,72,Pre_pubertal_60_149d,Male
SAMN00001098,Liver,Liver,79,Pre_pubertal_60_149d,Male
SAMN00001099,Liver,Liver,116,Pre_pubertal_60_149d,Male
SAMN00001100,Liver,Liver,117,Pre_pubertal_60_149d,Male
SAMN00001101,Liver,Liver,135,Pre_pubertal_60_149d,Female
SAMN00001102,Liver,Liver,87,Pre_pubertal_60_149d,Male
SAMN00001103,Liver,Liver,77,Pre_pubertal_60_149d,Male
SAMN00001104,Liver,Liver,98,Pre_pubertal_60_149d,Male
SAMN00001105,Liver,Liver,64,Pre_pubertal_60_149d,Male
SAMN00001106,Liver,Liver,126,Pre_pubertal_60_149d,Female
SAMN00001107,Liver,Liver,114,Pre_pubertal_60_149d,Female
SAMN00001108,Liver,Liver,136,Pre_pubertal_60_149d,Male
SAMN00001109,Liver,Liver,139,Pre_pubertal_60_149d,Female
SAMN00001110,Liver,Liver,63,Pre_pubertal_60_149d,Male
SAMN00001111,Liver,Liver,120,Pre_pubertal_60_149d,Female
SAMN00001112,Liver,Liver,135,Pre_pubertal_60_149d,Female
SAMN00001113,Liver,Liver,146,Pre_pubertal_60_149d,Female
SAMN00001114,Liver,Liver,90,Pre_pubertal_60_149d,Female
SAMN00001115,Liver,Liver,63,Pre_pubertal_60_149d,Female
SAMN00001116,Liver,Liver,86,Pre_pubertal_60_149d,Female
SAMN00001117,Liver,Liver,126,Pre_pubertal_60_149d,Female
SAMN00001118,Liver,Liver,99,Pre_pubertal_60_149d,Male
SAMN00001119,Liver,Liver,88,Pre_pubertal_60_149d,Female
SAMN00001120,Liver,Liver,77,Pre_pubertal_60_149d,Male
SAMN00001121,Liver,Liver,120,Pre_pubertal_60_149d,Female
SAMN00001122,Liver,Liver,125,Pre_pubertal_60_149d,Female
SAMN00001123,Liver,Liver,117,Pre_pubertal_60_149d,Male
SAMN00001124,Liver,Liver,72,Pre_pubertal_60_149d,Male
SAMN00001125,Liver,Liver,119,Pre_pubertal_60_149d,Female
SAMN00001126,Liver,Liver,61,Pre_pubertal_60_149d,Female
SAMN00001127,Liver,Liver,143,Pre_pubertal_60_149d,Male
SAMN00001128,Liver,Liver,132,Pre_pubertal_60_149d,Male
SAMN00001129,Liver,Liver,142,Pre_pubertal_60_149d,Female
SAMN00001130,Liver,Liver,98,Pre_pubertal_60_149d,Male
SAMN00001131,Liver,Liver,66,Pre_pubertal_60_149d,Female
SAMN00001132,Liver,Liver,88,Pre_pubertal_60_149d,Female
SAMN00001133,Liver,Liver,124,Pre_pubertal_60_149d,Female
SAMN00001134,Liver,Liver,106,Pre_pubertal_60_149d,Male
SAMN00001135,Liver,Liver,139,Pre_pubertal_60_149d,Female
SAMN00001136,Liver,Liver,121,Pre_pubertal_60_149d,Female
SAMN00001137,Liver,Liver,118,Pre_pubertal_60_149d,Female
SAMN00001138,Liver,Liver,147,Pre_pubertal_60_149d,Male
SAMN00001139,Liver,Liver,121,Pre_pubertal_60_149d,Female
SAMN00001140,Liver,Liver,64,Pre_pubertal_60_149d,Male
SAMN00001141,Liver,Liver,66,Pre_pubertal_60_149d,Male
SAMN00001142,Liver,Liver,97,Pre_pubertal_60_149d,Female
SAMN00001143,Liver,Liver,111,Pre_pubertal_60_149d,Male
SAMN00001144,Liver,Liver,77,Pre_pubertal_60_149d,Male
SAMN00001145,Liver,Liver,91,Pre_pubertal_60_149d,Male
SAMN00001146,Liver,Liver,137,Pre_pubertal_60_149d,Female
SAMN00001147,Liver,Liver,132,Pre_pubertal_60_149d,Female
SAMN00001148,Liver,Liver,116,Pre_pubertal_60_149d,Male
SAMN00001149,Liver,Liver,139,Pre_pubertal_60_149d,Male
SAMN00001150,Liver,Liver,104,Pre_pubertal_60_149d,Female
SAMN00001151,Liver,Liver,95,Pre_pubertal_60_149d,Male
SAMN00001152,Liver,Liver,144,Pre_pubertal_60_149d,Male
SAMN00001153,Liver,Liver,97,Pre_pubertal_60_149d,Female
SAMN00001154,Liver,Liver,101,Pre_pubertal_60_149d,Female
SAMN00001155,Liver,Liver,90,Pre_pubertal_60_149d,Male
SAMN00001156,Liver,Liver,358,Post_pubertal_150_365d,Male
SAMN00001157,Liver,Liver,292,Post_pubertal_150_365d,Male
SAMN00001158,Liver,Liver,293,Post_pubertal_150_365d,Male
SAMN00001159,Liver,Liver,301,Post_pubertal_150_365d,Male
SAMN00001160,Liver,Liver,208,Post_pubertal_150_365d,Male
SAMN00001161,Liver,Liver,255,Post_pubertal_150_365d,Female
SAMN00001162,Liver,Liver,268,Post_pubertal_150_365d,Female
SAMN00001163,Liver,Liver,233,Post_pubertal_150_365d,Female
SAMN00001164,Liver,Liver,348,Post_pubertal_150_365d,Female
SAMN00001165,Liver,Liver,196,Post_pubertal_150_365d,Male
SAMN00001166,Liver,Liver,188,Post_pubertal_150_365d,Female
SAMN00001167,Liver,Liver,179,Post_pubertal_150_365d,Male
SAMN00001168,Liver,Liver,207,Post_pubertal_150_365d,Male
SAMN00001169,Liver,Liver,185,Post_pubertal_150_365d,Male
SAMN00001170,Liver,Liver,283,Post_pubertal_150_365d,Female
SAMN00001171,Liver,Liver,255,Post_pubertal_150_365d,Male
SAMN00001172,Liver,Liver,290,Post_pubertal_150_365d,Female
SAMN00001173,Liver,Liver,216,Post_pubertal_150_365d,Male
SAMN00001174,Liver,Liver,206,Post_pubertal_150_365d,Female
SAMN00001175,Liver,Liver,335,Post_pubertal_150_365d,Female
SAMN00001176,Liver,Liver,328,Post_pubertal_150_365d,Male
SAMN00001177,Liver,Liver,195,Post_pubertal_150_365d,Male
SAMN00001178,Liver,Liver,183,Post_pubertal_150_365d,Male
SAMN00001179,Liver,Liver,221,Post_pubertal_150_365d,Male
SAMN00001180,Liver,Liver,315,Post_pubertal_150_365d,Male
SAMN00001181,Liver,Liver,334,Post_pubertal_150_365d,Male
SAMN00001182,Liver,Liver,231,Post_pubertal_150_365d,Male
SAMN00001183,Liver,Liver,287,Post_pubertal_150_365d,Male
SAMN00001184,Liver,Liver,332,Post_pubertal_150_365d,Female
SAMN00001185,Liver,Liver,245,Post_pubertal_150_365d,Female
SAMN00001186,Liver,Liver,191,Post_pubertal_150_365d,Female
SAMN00001187,Liver,Liver,298,Post_pubertal_150_365d,Male
SAMN00001188,Liver,Liver,233,Post_pubertal_150_365d,Male
SAMN00001189,Liver,Liver,165,Post_pubertal_150_365d,Male
SAMN00001190,Liver,Liver,176,Post_pubertal_150_365d,Female
SAMN00001191,Liver,Liver,228,Post_pubertal_150_365d,Male
SAMN00001192,Liver,Liver,271,Post_pubertal_150_365d,Male
SAMN00001193,Liver,Liver,322,Post_pubertal_150_365d,Male
SAMN00001194,Liver,Liver,287,Post_pubertal_150_365d,Male
SAMN00001195,Liver,Liver,185,Post_pubertal_150_365d,Male
SAMN00001196,Liver,Liver,271,Post_pubertal_150_365d,Male
SAMN00001197,Liver,Liver,233,Post_pubertal_150_365d,Female
SAMN00001198,Liver,Liver,345,Post_pubertal_150_365d,Male
SAMN00001199,Liver,Liver,326,Post_pubertal_150_365d,Female
SAMN00001200,Liver,Liver,251,Post_pubertal_150_365d,Male
SAMN00001201,Liver,Liver,208,Post_pubertal_150_365d,Female
SAMN00001202,Liver,Liver,241,Post_pubertal_150_365d,Male
SAMN00001203,Liver,Liver,210,Post_pubertal_150_365d,Male
SAMN00001204,Liver,Liver,177,Post_pubertal_150_365d,Female
SAMN00001205,Liver,Liver,324,Post_pubertal_150_365d,Male
SAMN00001206,Liver,Liver,276,Post_pubertal_150_365d,Male
SAMN00001207,Liver,Liver,285,Post_pubertal_150_365d,Male
SAMN00001208,Liver,Liver,329,Post_pubertal_150_365d,Male
SAMN00001209,Liver,Liver,211,Post_pubertal_150_365d,Female
SAMN00001210,Liver,Liver,191,Post_pubertal_150_365d,Male
SAMN00001211,Liver,Liver,686,Adult_>365d,Female
SAMN00001212,Liver,Liver,701,Adult_>365d,Male
SAMN00001213,Liver,Liver,687,Adult_>365d,Male
SAMN00001214,Liver,Liver,423,Adult_>365d,Male
SAMN00001215,Liver,Liver,398,Adult_>365d,Female
SAMN00001216,Liver,Liver,447,Adult_>365d,Female
SAMN00001217,Liver,Liver,643,Adult_>365d,Male
SAMN00001218,Liver,Liver,698,Adult_>365d,Male
SAMN00001219,Liver,Liver,440,Adult_>365d,Male
SAMN00001220,Liver,Liver,481,Adult_>365d,Male
SAMN00001221,Liver,Liver,424,Adult_>365d,Female
SAMN00001222,Liver,Liver,641,Adult_>365d,Female
SAMN00001223,Liver,Liver,629,Adult_>365d,Male
SAMN00001224,Liver,Liver,626,Adult_>365d,Female
SAMN00001225,Liver,Liver,592,Adult_>365d,Female
