symbol,pig_gene_id,human_gene_id,is_one_to_one,homology_type
NRK,ENSSSCG00000012546,ENSG00000123572,True,ortholog_one2one
NSFL1C,ENSSSCG00000007187,ENSG00000088833,True,ortholog_one2one
NSL1,ENSSSCG00000015593,ENSG00000117697,True,ortholog_one2one
NSMAF,ENSSSCG00000006236,ENSG00000035681,True,ortholog_one2one
NSMCE1,ENSSSCG00000036275,ENSG00000169189,True,ortholog_one2one
NSMCE2,ENSSSCG00000037755,ENSG00000156831,True,ortholog_one2one
NSMF,ENSSSCG00000037880,ENSG00000165802,True,ortholog_one2one
NSRP1,ENSSSCG00000017795,ENSG00000126653,True,ortholog_one2one
NSUN2,ENSSSCG00000017104,ENSG00000037474,True,ortholog_one2one
NSUN3,ENSSSCG00000027432,ENSG00000178694,True,ortholog_one2one
NSUN4,ENSSSCG00000038280,ENSG00000117481,True,ortholog_one2one
NSUN7,ENSSSCG00000024496,ENSG00000179299,True,ortholog_one2one
NT5C,ENSSSCG00000028210,ENSG00000125458,True,ortholog_one2one
NT5C1A,ENSSSCG00000003662,ENSG00000116981,True,ortholog_one2one
NT5C2,ENSSSCG00000010594,ENSG00000076685,True,ortholog_one2one
NT5C3A,ENSSSCG00000022912,ENSG00000122643,True,ortholog_one2one
NT5DC2,ENSSSCG00000011444,ENSG00000168268,True,ortholog_one2one
NTAN1,ENSSSCG00000037398,ENSG00000157045,True,ortholog_one2one
NTF3,ENSSSCG00000033544,ENSG00000185652,True,ortholog_one2one
NTHL1,ENSSSCG00000008039,ENSG00000065057,True,ortholog_one2one
NTMT2,ENSSSCG00000006281,ENSG00000203740,True,ortholog_one2one
NTN1,ENSSSCG00000017993,ENSG00000065320,True,ortholog_one2one
NTN3,ENSSSCG00000008054,ENSG00000162068,True,ortholog_one2one
NTN4,ENSSSCG00000000896,ENSG00000074527,True,ortholog_one2one
NTN5,ENSSSCG00000003146,ENSG00000142233,True,ortholog_one2one
NTNG1,ENSSSCG00000006852,ENSG00000162631,True,ortholog_one2one
NTNG2,ENSSSCG00000005723,ENSG00000196358,True,ortholog_one2one
NTPCR,ENSSSCG00000010166,ENSG00000135778,True,ortholog_one2one
NTRK2,ENSSSCG00000010959,ENSG00000148053,True,ortholog_one2one
NTRK3,ENSSSCG00000005106,ENSG00000140538,True,ortholog_one2one
NTSR1,ENSSSCG00000038278,ENSG00000101188,True,ortholog_one2one
NTSR2,ENSSSCG00000008625,ENSG00000169006,True,ortholog_one2one
NUAK2,ENSSSCG00000038471,ENSG00000163545,True,ortholog_one2one
NUB1,ENSSSCG00000016438,ENSG00000013374,True,ortholog_one2one
NUBPL,ENSSSCG00000001968,ENSG00000151413,True,ortholog_one2one
NUDCD1,ENSSSCG00000006029,ENSG00000120526,True,ortholog_one2one
NUDCD2,ENSSSCG00000032806,ENSG00000170584,True,ortholog_one2one
NUDCD3,ENSSSCG00000016747,ENSG00000015676,True,ortholog_one2one
NUDT1,ENSSSCG00000033926,ENSG00000106268,True,ortholog_one2one
NUDT12,ENSSSCG00000014187,ENSG00000112874,True,ortholog_one2one
NUDT13,ENSSSCG00000025492,ENSG00000166321,True,ortholog_one2one
NUDT14,ENSSSCG00000002557,ENSG00000183828,True,ortholog_one2one
NUDT16,ENSSSCG00000032424,ENSG00000198585,True,ortholog_one2one
NUDT16L1,ENSSSCG00000035999,ENSG00000168101,True,ortholog_one2one
NUDT17,ENSSSCG00000006690,ENSG00000186364,True,ortholog_one2one
NUDT19,ENSSSCG00000036294,ENSG00000213965,True,ortholog_one2one
NUDT2,ENSSSCG00000010981,ENSG00000164978,True,ortholog_one2one
NUP107,ENSSSCG00000000486,ENSG00000111581,True,ortholog_one2one
NUP133,ENSSSCG00000010189,ENSG00000069248,True,ortholog_one2one
NUP188,ENSSSCG00000005667,ENSG00000095319,True,ortholog_one2one
NUP37,ENSSSCG00000000860,ENSG00000075188,True,ortholog_one2one
NUP42,ENSSSCG00000023793,ENSG00000136243,True,ortholog_one2one
NUP43,ENSSSCG00000004105,ENSG00000120253,True,ortholog_one2one
NUP50,ENSSSCG00000000019,ENSG00000093000,True,ortholog_one2one
NUP58,ENSSSCG00000035318,ENSG00000139496,True,ortholog_one2one
NUP62,ENSSSCG00000040333,ENSG00000213024,True,ortholog_one2one
NUP85,ENSSSCG00000017207,ENSG00000125450,True,ortholog_one2one
NUP93,ENSSSCG00000025830,ENSG00000102900,True,ortholog_one2one
NUP98,ENSSSCG00000014794,ENSG00000110713,True,ortholog_one2one
NUPR1,ENSSSCG00000040162,ENSG00000176046,True,ortholog_one2one
NUS1,ENSSSCG00000020885,ENSG00000153989,True,ortholog_one2one
NUTF2,ENSSSCG00000030295,ENSG00000102898,True,ortholog_one2one
NUTM1,ENSSSCG00000002241,ENSG00000184507,True,ortholog_one2one
NXN,ENSSSCG00000028720,ENSG00000167693,True,ortholog_one2one
NYAP1,ENSSSCG00000030337,ENSG00000166924,True,ortholog_one2one
NYAP2,ENSSSCG00000016239,ENSG00000144460,True,ortholog_one2one
NYNRIN,ENSSSCG00000032473,ENSG00000205978,True,ortholog_one2one
NYX,ENSSSCG00000021460,ENSG00000188937,True,ortholog_one2one
OAF,ENSSSCG00000036307,ENSG00000184232,True,ortholog_one2one
OARD1,ENSSSCG00000023366,ENSG00000124596,True,ortholog_one2one
OAS1,ENSSSCG00000046640,ENSG00000089127,True,ortholog_one2one
OAS2,ENSSSCG00000009881,ENSG00000111335,True,ortholog_one2one
OASL,ENSSSCG00000009921,ENSG00000135114,True,ortholog_one2one
OAT,ENSSSCG00000010734,ENSG00000065154,True,ortholog_one2one
OAZ1,ENSSSCG00000013460,ENSG00000104904,True,ortholog_one2one
OAZ2,ENSSSCG00000004550,ENSG00000180304,True,ortholog_one2one
OAZ3,ENSSSCG00000027091,ENSG00000143450,True,ortholog_one2one
OBSCN,ENSSSCG00000034569,ENSG00000154358,True,ortholog_one2one
ODAD3,ENSSSCG00000043957,ENSG00000198003,True,ortholog_one2one
ODC1,ENSSSCG00000027121,ENSG00000115758,True,ortholog_one2one
ODF1,ENSSSCG00000006056,ENSG00000155087,True,ortholog_one2one
ODF2,ENSSSCG00000005651,ENSG00000136811,True,ortholog_one2one
ODF2L,ENSSSCG00000006936,ENSG00000122417,True,ortholog_one2one
ODR4,ENSSSCG00000015577,ENSG00000157181,True,ortholog_one2one
OGA,ENSSSCG00000010569,ENSG00000198408,True,ortholog_one2one
OGDH,ENSSSCG00000016743,ENSG00000105953,True,ortholog_one2one
OGDHL,ENSSSCG00000010394,ENSG00000197444,True,ortholog_one2one
OGFOD1,ENSSSCG00000025953,ENSG00000087263,True,ortholog_one2one
OGFOD2,ENSSSCG00000009783,ENSG00000111325,True,ortholog_one2one
OGFOD3,ENSSSCG00000032116,ENSG00000181396,True,ortholog_one2one
OGFRL1,ENSSSCG00000004279,ENSG00000119900,True,ortholog_one2one
OGN,ENSSSCG00000034607,ENSG00000106809,True,ortholog_one2one
OGT,ENSSSCG00000012403,ENSG00000147162,True,ortholog_one2one
OLFM1,ENSSSCG00000029715,ENSG00000130558,True,ortholog_one2one
OLFM4,ENSSSCG00000009444,ENSG00000102837,True,ortholog_one2one
OLFML2A,ENSSSCG00000005593,ENSG00000185585,True,ortholog_one2one
OLIG1,ENSSSCG00000012040,ENSG00000184221,True,ortholog_one2one
ONECUT2,ENSSSCG00000004540,ENSG00000119547,True,ortholog_one2one
ONECUT3,ENSSSCG00000013439,ENSG00000205922,True,ortholog_one2one
OOEP,ENSSSCG00000004285,ENSG00000203907,True,ortholog_one2one
OPA1,ENSSSCG00000011822,ENSG00000198836,True,ortholog_one2one
OPALIN,ENSSSCG00000010506,ENSG00000197430,True,ortholog_one2one
OPCML,ENSSSCG00000037534,ENSG00000183715,True,ortholog_one2one
OPHN1,ENSSSCG00000022676,ENSG00000079482,True,ortholog_one2one
OPLAH,ENSSSCG00000005911,ENSG00000178814,True,ortholog_one2one
OPN1SW,ENSSSCG00000016580,ENSG00000128617,True,ortholog_one2one
OPN4,ENSSSCG00000010358,ENSG00000122375,True,ortholog_one2one
OPRD1,ENSSSCG00000047080,ENSG00000116329,True,ortholog_one2one
OPRK1,ENSSSCG00000006264,ENSG00000082556,True,ortholog_one2one
OR51A7,ENSSSCG00000014752,ENSG00000176895,True,ortholog_one2one
OR51E2,ENSSSCG00000014764,ENSG00000167332,True,ortholog_one2one
OR52W1,ENSSSCG00000035041,ENSG00000175485,True,ortholog_one2one
OR5AU1,ENSSSCG00000032876,ENSG00000169327,True,ortholog_one2one
OR5C1,ENSSSCG00000005578,ENSG00000148215,True,ortholog_one2one
OR6A2,ENSSSCG00000014617,ENSG00000184933,True,ortholog_one2one
OR6K3,ENSSSCG00000041628,ENSG00000203757,True,ortholog_one2one
OR6T1,ENSSSCG00000015153,ENSG00000181499,True,ortholog_one2one
OR6X1,ENSSSCG00000015146,ENSG00000221931,True,ortholog_one2one
OR8D1,ENSSSCG00000037492,ENSG00000196341,True,ortholog_one2one
OR8D4,ENSSSCG00000015150,ENSG00000181518,True,ortholog_one2one
ORAI3,ENSSSCG00000007770,ENSG00000175938,True,ortholog_one2one
ORC1,ENSSSCG00000003861,ENSG00000085840,True,ortholog_one2one
ORC2,ENSSSCG00000016098,ENSG00000115942,True,ortholog_one2one
ORC3,ENSSSCG00000004306,ENSG00000135336,True,ortholog_one2one
ORC4,ENSSSCG00000015668,ENSG00000115947,True,ortholog_one2one
OSBPL7,ENSSSCG00000017518,ENSG00000006025,True,ortholog_one2one
OSBPL8,ENSSSCG00000027503,ENSG00000091039,True,ortholog_one2one
OSBPL9,ENSSSCG00000021292,ENSG00000117859,True,ortholog_one2one
OSCAR,ENSSSCG00000003259,ENSG00000170909,True,ortholog_one2one
OSCP1,ENSSSCG00000036709,ENSG00000116885,True,ortholog_one2one
OSGEP,ENSSSCG00000002138,ENSG00000092094,True,ortholog_one2one
OSGEPL1,ENSSSCG00000016043,ENSG00000128694,True,ortholog_one2one
OSGIN1,ENSSSCG00000032115,ENSG00000140961,True,ortholog_one2one
OSGIN2,ENSSSCG00000021184,ENSG00000164823,True,ortholog_one2one
OSMR,ENSSSCG00000016851,ENSG00000145623,True,ortholog_one2one
OSR2,ENSSSCG00000006073,ENSG00000164920,True,ortholog_one2one
OSTC,ENSSSCG00000009145,ENSG00000198856,True,ortholog_one2one
OSTF1,ENSSSCG00000005273,ENSG00000134996,True,ortholog_one2one
OSTM1,ENSSSCG00000004383,ENSG00000081087,True,ortholog_one2one
OSTN,ENSSSCG00000031478,ENSG00000188729,True,ortholog_one2one
OTC,ENSSSCG00000012236,ENSG00000036473,True,ortholog_one2one
OTOF,ENSSSCG00000037751,ENSG00000115155,True,ortholog_one2one
OTOP2,ENSSSCG00000017222,ENSG00000183034,True,ortholog_one2one
OTOP3,ENSSSCG00000017220,ENSG00000182938,True,ortholog_one2one
OTUD4,ENSSSCG00000009042,ENSG00000164164,True,ortholog_one2one
OTUD5,ENSSSCG00000021934,ENSG00000068308,True,ortholog_one2one
OTUD6A,ENSSSCG00000012383,ENSG00000189401,True,ortholog_one2one
OTUD6B,ENSSSCG00000006120,ENSG00000155100,True,ortholog_one2one
OTUD7B,ENSSSCG00000006663,ENSG00000264522,True,ortholog_one2one
OTULIN,ENSSSCG00000034714,ENSG00000154124,True,ortholog_one2one
OTULINL,ENSSSCG00000016782,ENSG00000145569,True,ortholog_one2one
OTX1,ENSSSCG00000037564,ENSG00000115507,True,ortholog_one2one
OTX2,ENSSSCG00000005063,ENSG00000165588,True,ortholog_one2one
OVGP1,ENSSSCG00000006791,ENSG00000085465,True,ortholog_one2one
OVOL3,ENSSSCG00000042327,ENSG00000105261,True,ortholog_one2one
OXA1L,ENSSSCG00000002042,ENSG00000155463,True,ortholog_one2one
OXCT1,ENSSSCG00000016863,ENSG00000083720,True,ortholog_one2one
OXLD1,ENSSSCG00000033788,ENSG00000204237,True,ortholog_one2one
OXR1,ENSSSCG00000006037,ENSG00000164830,True,ortholog_one2one
P2RX1,ENSSSCG00000022405,ENSG00000108405,True,ortholog_one2one
P2RX2,ENSSSCG00000009735,ENSG00000187848,True,ortholog_one2one
P2RX3,ENSSSCG00000029468,ENSG00000109991,True,ortholog_one2one
P2RX4,ENSSSCG00000051205,ENSG00000135124,True,ortholog_one2one
P2RX5,ENSSSCG00000017868,ENSG00000083454,True,ortholog_one2one
P2RX6,ENSSSCG00000010101,ENSG00000099957,True,ortholog_one2one
P2RX7,ENSSSCG00000009817,ENSG00000089041,True,ortholog_one2one
P2RY10,ENSSSCG00000012446,ENSG00000078589,True,ortholog_one2one
P2RY11,ENSSSCG00000024072,ENSG00000244165,True,ortholog_one2one
P2RY12,ENSSSCG00000011713,ENSG00000169313,True,ortholog_one2one
P2RY13,ENSSSCG00000032162,ENSG00000181631,True,ortholog_one2one
P2RY4,ENSSSCG00000012380,ENSG00000186912,True,ortholog_one2one
P2RY8,ENSSSCG00000035911,ENSG00000182162,True,ortholog_one2one
PABIR2,ENSSSCG00000012685,ENSG00000156504,True,ortholog_one2one
PABPC1,ENSSSCG00000006063,ENSG00000070756,True,ortholog_one2one
PABPC4,ENSSSCG00000003660,ENSG00000090621,True,ortholog_one2one
PABPC4L,ENSSSCG00000009067,ENSG00000254535,True,ortholog_one2one
PABPC5,ENSSSCG00000040194,ENSG00000174740,True,ortholog_one2one
PABPN1L,ENSSSCG00000036367,ENSG00000205022,True,ortholog_one2one
PACC1,ENSSSCG00000015598,ENSG00000065600,True,ortholog_one2one
PACRG,ENSSSCG00000038153,ENSG00000112530,True,ortholog_one2one
PACRGL,ENSSSCG00000008750,ENSG00000163138,True,ortholog_one2one
PACS1,ENSSSCG00000012956,ENSG00000175115,True,ortholog_one2one
PACSIN1,ENSSSCG00000027053,ENSG00000124507,True,ortholog_one2one
PACSIN2,ENSSSCG00000000036,ENSG00000100266,True,ortholog_one2one
PACSIN3,ENSSSCG00000013244,ENSG00000165912,True,ortholog_one2one
PADI1,ENSSSCG00000003481,ENSG00000142623,True,ortholog_one2one
PADI2,ENSSSCG00000026478,ENSG00000117115,True,ortholog_one2one
PADI3,ENSSSCG00000003482,ENSG00000142619,True,ortholog_one2one
PADI4,ENSSSCG00000003483,ENSG00000159339,True,ortholog_one2one
PAEP,ENSSSCG00000040042,ENSG00000122133,True,ortholog_one2one
PAFAH1B2,ENSSSCG00000024027,ENSG00000168092,True,ortholog_one2one
PAFAH1B3,ENSSSCG00000029070,ENSG00000079462,True,ortholog_one2one
PAFAH2,ENSSSCG00000038619,ENSG00000158006,True,ortholog_one2one
PAG1,ENSSSCG00000040208,ENSG00000076641,True,ortholog_one2one
PAGE4,ENSSSCG00000012303,ENSG00000101951,True,ortholog_one2one
PAH,ENSSSCG00000000856,ENSG00000171759,True,ortholog_one2one
PAICS,ENSSSCG00000008901,ENSG00000128050,True,ortholog_one2one
PAIP1,ENSSSCG00000016874,ENSG00000172239,True,ortholog_one2one
PAIP2,ENSSSCG00000026606,ENSG00000120727,True,ortholog_one2one
PAIP2B,ENSSSCG00000038394,ENSG00000124374,True,ortholog_one2one
PAK1,ENSSSCG00000014878,ENSG00000149269,True,ortholog_one2one
PAK3,ENSSSCG00000025306,ENSG00000077264,True,ortholog_one2one
PALB2,ENSSSCG00000010794,ENSG00000083093,True,ortholog_one2one
PANK2,ENSSSCG00000007142,ENSG00000125779,True,ortholog_one2one
PANX1,ENSSSCG00000032360,ENSG00000110218,True,ortholog_one2one
PANX2,ENSSSCG00000000975,ENSG00000073150,True,ortholog_one2one
PANX3,ENSSSCG00000015194,ENSG00000154143,True,ortholog_one2one
PAOX,ENSSSCG00000040586,ENSG00000148832,True,ortholog_one2one
PAPLN,ENSSSCG00000002341,ENSG00000100767,True,ortholog_one2one
PAPOLA,ENSSSCG00000002505,ENSG00000090060,True,ortholog_one2one
PAPOLG,ENSSSCG00000008389,ENSG00000115421,True,ortholog_one2one
PAPPA,ENSSSCG00000005498,ENSG00000182752,True,ortholog_one2one
PAPPA2,ENSSSCG00000015512,ENSG00000116183,True,ortholog_one2one
PAPSS1,ENSSSCG00000031901,ENSG00000138801,True,ortholog_one2one
PAPSS2,ENSSSCG00000010437,ENSG00000198682,True,ortholog_one2one
PAQR3,ENSSSCG00000009259,ENSG00000163291,True,ortholog_one2one
PAQR5,ENSSSCG00000004968,ENSG00000137819,True,ortholog_one2one
PARD6B,ENSSSCG00000027206,ENSG00000124171,True,ortholog_one2one
PARD6G,ENSSSCG00000023376,ENSG00000178184,True,ortholog_one2one
PARK7,ENSSSCG00000003385,ENSG00000116288,True,ortholog_one2one
PARM1,ENSSSCG00000008966,ENSG00000169116,True,ortholog_one2one
PARN,ENSSSCG00000007878,ENSG00000140694,True,ortholog_one2one
PARP1,ENSSSCG00000023660,ENSG00000143799,True,ortholog_one2one
PARP11,ENSSSCG00000000728,ENSG00000111224,True,ortholog_one2one
PARP14,ENSSSCG00000011874,ENSG00000173193,True,ortholog_one2one
PARP15,ENSSSCG00000011875,ENSG00000173200,True,ortholog_one2one
PARP16,ENSSSCG00000004929,ENSG00000138617,True,ortholog_one2one
PARP2,ENSSSCG00000002143,ENSG00000129484,True,ortholog_one2one
PARP3,ENSSSCG00000023033,ENSG00000041880,True,ortholog_one2one
PARP4,ENSSSCG00000022957,ENSG00000102699,True,ortholog_one2one
PARP8,ENSSSCG00000016882,ENSG00000151883,True,ortholog_one2one
PARP9,ENSSSCG00000027709,ENSG00000138496,True,ortholog_one2one
PARPBP,ENSSSCG00000000859,ENSG00000185480,True,ortholog_one2one
PARS2,ENSSSCG00000003843,ENSG00000162396,True,ortholog_one2one
PAX3,ENSSSCG00000028418,ENSG00000135903,True,ortholog_one2one
PAX4,ENSSSCG00000016591,ENSG00000106331,True,ortholog_one2one
PAX5,ENSSSCG00000036086,ENSG00000196092,True,ortholog_one2one
PAX6,ENSSSCG00000013320,ENSG00000007372,True,ortholog_one2one
PAXIP1,ENSSSCG00000025221,ENSG00000157212,True,ortholog_one2one
PBDC1,ENSSSCG00000030577,ENSG00000102390,True,ortholog_one2one
PBLD,ENSSSCG00000025876,ENSG00000108187,True,ortholog_one2one
PBRM1,ENSSSCG00000035824,ENSG00000163939,True,ortholog_one2one
PBX3,ENSSSCG00000005604,ENSG00000167081,True,ortholog_one2one
PBX4,ENSSSCG00000013933,ENSG00000105717,True,ortholog_one2one
PBXIP1,ENSSSCG00000006540,ENSG00000163346,True,ortholog_one2one
PC,ENSSSCG00000012926,ENSG00000173599,True,ortholog_one2one
PCARE,ENSSSCG00000024725,ENSG00000179270,True,ortholog_one2one
PCBD1,ENSSSCG00000010275,ENSG00000166228,True,ortholog_one2one
PCDH1,ENSSSCG00000022289,ENSG00000156453,True,ortholog_one2one
PCDH12,ENSSSCG00000014395,ENSG00000113555,True,ortholog_one2one
PCDH7,ENSSSCG00000008765,ENSG00000169851,True,ortholog_one2one
PCDHGB1,ENSSSCG00000025141,ENSG00000254221,True,ortholog_one2one
PCED1A,ENSSSCG00000007168,ENSG00000132635,True,ortholog_one2one
PCED1B,ENSSSCG00000000811,ENSG00000179715,True,ortholog_one2one
PCF11,ENSSSCG00000014901,ENSG00000165494,True,ortholog_one2one
PCGF3,ENSSSCG00000029983,ENSG00000185619,True,ortholog_one2one
PCID2,ENSSSCG00000009557,ENSG00000126226,True,ortholog_one2one
PCK1,ENSSSCG00000007507,ENSG00000124253,True,ortholog_one2one
PCK2,ENSSSCG00000002009,ENSG00000100889,True,ortholog_one2one
PCLAF,ENSSSCG00000004554,ENSG00000166803,True,ortholog_one2one
PCMT1,ENSSSCG00000004103,ENSG00000120265,True,ortholog_one2one
PCSK5,ENSSSCG00000023520,ENSG00000099139,True,ortholog_one2one
PCSK9,ENSSSCG00000025020,ENSG00000169174,True,ortholog_one2one
PCYOX1,ENSSSCG00000029790,ENSG00000116005,True,ortholog_one2one
PCYOX1L,ENSSSCG00000014433,ENSG00000145882,True,ortholog_one2one
PCYT1B,ENSSSCG00000012182,ENSG00000102230,True,ortholog_one2one
PCYT2,ENSSSCG00000039650,ENSG00000185813,True,ortholog_one2one
PDC,ENSSSCG00000015578,ENSG00000116703,True,ortholog_one2one
PDCD1,ENSSSCG00000037319,ENSG00000188389,True,ortholog_one2one
PDCD10,ENSSSCG00000011739,ENSG00000114209,True,ortholog_one2one
PDCD11,ENSSSCG00000010599,ENSG00000148843,True,ortholog_one2one
PDCD1LG2,ENSSSCG00000032561,ENSG00000197646,True,ortholog_one2one
PDCD2L,ENSSSCG00000002875,ENSG00000126249,True,ortholog_one2one
PDCD4,ENSSSCG00000010627,ENSG00000150593,True,ortholog_one2one
PDCD5,ENSSSCG00000002860,ENSG00000105185,True,ortholog_one2one
PDCD6,ENSSSCG00000032090,ENSG00000249915,True,ortholog_one2one
PDE10A,ENSSSCG00000004027,ENSG00000112541,True,ortholog_one2one
PDE11A,ENSSSCG00000038903,ENSG00000128655,True,ortholog_one2one
PDE12,ENSSSCG00000011465,ENSG00000174840,True,ortholog_one2one
PDE1A,ENSSSCG00000023924,ENSG00000115252,True,ortholog_one2one
PDE1C,ENSSSCG00000016668,ENSG00000154678,True,ortholog_one2one
PDE3B,ENSSSCG00000013388,ENSG00000152270,True,ortholog_one2one
PDE4A,ENSSSCG00000013642,ENSG00000065989,True,ortholog_one2one
PDE4B,ENSSSCG00000003805,ENSG00000184588,True,ortholog_one2one
PDE4D,ENSSSCG00000016929,ENSG00000113448,True,ortholog_one2one
PDE5A,ENSSSCG00000009106,ENSG00000138735,True,ortholog_one2one
PDE6A,ENSSSCG00000014438,ENSG00000132915,True,ortholog_one2one
PDE6B,ENSSSCG00000036645,ENSG00000133256,True,ortholog_one2one
PDE6C,ENSSSCG00000010480,ENSG00000095464,True,ortholog_one2one
PDE6D,ENSSSCG00000016279,ENSG00000156973,True,ortholog_one2one
PDE7A,ENSSSCG00000006218,ENSG00000205268,True,ortholog_one2one
PDE7B,ENSSSCG00000004165,ENSG00000171408,True,ortholog_one2one
PDE9A,ENSSSCG00000030016,ENSG00000160191,True,ortholog_one2one
PDGFRA,ENSSSCG00000008841,ENSG00000134853,True,ortholog_one2one
PDHA1,ENSSSCG00000023643,ENSG00000131828,True,ortholog_one2one
PDHX,ENSSSCG00000013298,ENSG00000110435,True,ortholog_one2one
PDIA2,ENSSSCG00000007983,ENSG00000185615,True,ortholog_one2one
PDIA3,ENSSSCG00000004700,ENSG00000167004,True,ortholog_one2one
PDIA4,ENSSSCG00000015453,ENSG00000155660,True,ortholog_one2one
PDIA5,ENSSSCG00000011870,ENSG00000065485,True,ortholog_one2one
PDIA6,ENSSSCG00000008633,ENSG00000143870,True,ortholog_one2one
PDIK1L,ENSSSCG00000030660,ENSG00000175087,True,ortholog_one2one
PDILT,ENSSSCG00000007860,ENSG00000169340,True,ortholog_one2one
PDK1,ENSSSCG00000015958,ENSG00000152256,True,ortholog_one2one
PDK2,ENSSSCG00000027198,ENSG00000005882,True,ortholog_one2one
PDK3,ENSSSCG00000012181,ENSG00000067992,True,ortholog_one2one
PDK4,ENSSSCG00000015334,ENSG00000004799,True,ortholog_one2one
PDS5A,ENSSSCG00000023112,ENSG00000121892,True,ortholog_one2one
PDZD9,ENSSSCG00000026686,ENSG00000155714,True,ortholog_one2one
PDZK1,ENSSSCG00000006693,ENSG00000174827,True,ortholog_one2one
PDZRN3,ENSSSCG00000011521,ENSG00000121440,True,ortholog_one2one
PDZRN4,ENSSSCG00000000791,ENSG00000165966,True,ortholog_one2one
PEA15,ENSSSCG00000032164,ENSG00000162734,True,ortholog_one2one
PEAK1,ENSSSCG00000001869,ENSG00000173517,True,ortholog_one2one
PEAK3,ENSSSCG00000013461,ENSG00000188305,True,ortholog_one2one
PEAR1,ENSSSCG00000006463,ENSG00000187800,True,ortholog_one2one
PEBP4,ENSSSCG00000009631,ENSG00000134020,True,ortholog_one2one
PECAM1,ENSSSCG00000017277,ENSG00000261371,True,ortholog_one2one
PECR,ENSSSCG00000022758,ENSG00000115425,True,ortholog_one2one
PEDS1,ENSSSCG00000027287,ENSG00000240849,True,ortholog_one2one
PEG10,ENSSSCG00000036049,ENSG00000242265,True,ortholog_one2one
PEG3,ENSSSCG00000003326,ENSG00000198300,True,ortholog_one2one
PELI1,ENSSSCG00000028947,ENSG00000197329,True,ortholog_one2one
PELI2,ENSSSCG00000033800,ENSG00000139946,True,ortholog_one2one
PELO,ENSSSCG00000016884,ENSG00000152684,True,ortholog_one2one
PER1,ENSSSCG00000017983,ENSG00000179094,True,ortholog_one2one
PER2,ENSSSCG00000016338,ENSG00000132326,True,ortholog_one2one
PERP,ENSSSCG00000038420,ENSG00000112378,True,ortholog_one2one
PES1,ENSSSCG00000010010,ENSG00000100029,True,ortholog_one2one
PET100,ENSSSCG00000034876,ENSG00000229833,True,ortholog_one2one
PEX1,ENSSSCG00000029967,ENSG00000127980,True,ortholog_one2one
PEX10,ENSSSCG00000027916,ENSG00000157911,True,ortholog_one2one
PEX11A,ENSSSCG00000027052,ENSG00000166821,True,ortholog_one2one
PEX11G,ENSSSCG00000013569,ENSG00000104883,True,ortholog_one2one
PEX12,ENSSSCG00000017713,ENSG00000108733,True,ortholog_one2one
PEX14,ENSSSCG00000003405,ENSG00000142655,True,ortholog_one2one
PEX16,ENSSSCG00000013267,ENSG00000121680,True,ortholog_one2one
PEX19,ENSSSCG00000023091,ENSG00000162735,True,ortholog_one2one
PFDN1,ENSSSCG00000038493,ENSG00000113068,True,ortholog_one2one
PFDN5,ENSSSCG00000000267,ENSG00000123349,True,ortholog_one2one
PFKL,ENSSSCG00000028197,ENSG00000141959,True,ortholog_one2one
PFN4,ENSSSCG00000008585,ENSG00000176732,True,ortholog_one2one
PGAM2,ENSSSCG00000016720,ENSG00000164708,True,ortholog_one2one
PGAM5,ENSSSCG00000035618,ENSG00000247077,True,ortholog_one2one
PGAP1,ENSSSCG00000016073,ENSG00000197121,True,ortholog_one2one
PGAP2,ENSSSCG00000035653,ENSG00000148985,True,ortholog_one2one
PGAP3,ENSSSCG00000017502,ENSG00000161395,True,ortholog_one2one
PGAP4,ENSSSCG00000029687,ENSG00000165152,True,ortholog_one2one
PGBD1,ENSSSCG00000001207,ENSG00000137338,True,ortholog_one2one
PGBD5,ENSSSCG00000021027,ENSG00000177614,True,ortholog_one2one
PGC,ENSSSCG00000001625,ENSG00000096088,True,ortholog_one2one
PGD,ENSSSCG00000003402,ENSG00000142657,True,ortholog_one2one
PGK2,ENSSSCG00000001738,ENSG00000170950,True,ortholog_one2one
PGM2L1,ENSSSCG00000014838,ENSG00000165434,True,ortholog_one2one
PGM3,ENSSSCG00000004456,ENSG00000013375,True,ortholog_one2one
PGM5,ENSSSCG00000005243,ENSG00000154330,True,ortholog_one2one
PGP,ENSSSCG00000036614,ENSG00000184207,True,ortholog_one2one
PGPEP1,ENSSSCG00000039684,ENSG00000130517,True,ortholog_one2one
PGR,ENSSSCG00000014977,ENSG00000082175,True,ortholog_one2one
PGRMC1,ENSSSCG00000012625,ENSG00000101856,True,ortholog_one2one
PGRMC2,ENSSSCG00000009072,ENSG00000164040,True,ortholog_one2one
PGS1,ENSSSCG00000036308,ENSG00000087157,True,ortholog_one2one
PHACTR1,ENSSSCG00000001052,ENSG00000112137,True,ortholog_one2one
PHACTR2,ENSSSCG00000004132,ENSG00000112419,True,ortholog_one2one
PHACTR4,ENSSSCG00000028973,ENSG00000204138,True,ortholog_one2one
PHAF1,ENSSSCG00000040749,ENSG00000125149,True,ortholog_one2one
PHAX,ENSSSCG00000014244,ENSG00000164902,True,ortholog_one2one
PHF20,ENSSSCG00000007311,ENSG00000025293,True,ortholog_one2one
PHF20L1,ENSSSCG00000005950,ENSG00000129292,True,ortholog_one2one
PHF21A,ENSSSCG00000023974,ENSG00000135365,True,ortholog_one2one
