symbol,pig_gene_id,human_gene_id
MX1,ENSSSCG00000012077,ENSG00000157601
MX2,ENSSSCG00000012076,ENSG00000183486
MXD1,ENSSSCG00000008334,ENSG00000059728
MXD3,ENSSSCG00000014041,ENSG00000213347
MXD4,ENSSSCG00000008687,ENSG00000123933
MXI1,ENSSSCG00000022128,ENSG00000119950
MXRA7,ENSSSCG00000037376,ENSG00000182534
MXRA8,ENSSSCG00000021880,ENSG00000162576
MYADM,ENSSSCG00000003253,ENSG00000179820
MYADML2,ENSSSCG00000032974,ENSG00000185105
MYB,ENSSSCG00000004167,ENSG00000118513
MYBBP1A,ENSSSCG00000017882,ENSG00000132382
MYBL1,ENSSSCG00000027872,ENSG00000185697
MYBL2,ENSSSCG00000007366,ENSG00000101057
MYBPC1,ENSSSCG00000000866,ENSG00000196091
MYBPC2,ENSSSCG00000003218,ENSG00000086967
MYBPC3,ENSSSCG00000013236,ENSG00000134571
MYBPH,ENSSSCG00000030681,ENSG00000133055
MYBPHL,ENSSSCG00000006834,ENSG00000221986
MYC,ENSSSCG00000005965,ENSG00000136997
MYCBP2,ENSSSCG00000009473,ENSG00000005810
MYCBPAP,ENSSSCG00000017563,ENSG00000136449
MYCN,ENSSSCG00000008618,ENSG00000134323
MYCT1,ENSSSCG00000031536,ENSG00000120279
MYD88,ENSSSCG00000011251,ENSG00000172936
MYDGF,ENSSSCG00000034898,ENSG00000074842
MYEF2,ENSSSCG00000004661,ENSG00000104177
MYF5,ENSSSCG00000000937,ENSG00000111049
MYF6,ENSSSCG00000026533,ENSG00000111046
MYG1,ENSSSCG00000046295,ENSG00000139637
MYH11,ENSSSCG00000000146,ENSG00000133392
MYH13,ENSSSCG00000024416,ENSG00000006788
MYH14,ENSSSCG00000027407,ENSG00000105357
MYH15,ENSSSCG00000022175,ENSG00000144821
MYH2,ENSSSCG00000029441,ENSG00000125414
MYH3,ENSSSCG00000018007,ENSG00000109063
MYH7B,ENSSSCG00000007288,ENSG00000078814
MYH8,ENSSSCG00000018005,ENSG00000133020
MYH9,ENSSSCG00000000145,ENSG00000100345
MYL1,ENSSSCG00000016157,ENSG00000168530
MYL10,ENSSSCG00000007680,ENSG00000106436
MYL11,ENSSSCG00000007799,ENSG00000180209
MYL2,ENSSSCG00000039710,ENSG00000111245
MYL3,ENSSSCG00000011325,ENSG00000160808
MYL4,ENSSSCG00000017307,ENSG00000198336
MYL5,ENSSSCG00000027502,ENSG00000215375
MYL6,ENSSSCG00000039506,ENSG00000092841
MYL9,ENSSSCG00000036402,ENSG00000101335
MYLIP,ENSSSCG00000001063,ENSG00000007944
MYLK,ENSSSCG00000011867,ENSG00000065534
MYLK2,ENSSSCG00000007231,ENSG00000101306
MYLK3,ENSSSCG00000036874,ENSG00000140795
MYMK,ENSSSCG00000022891,ENSG00000187616
MYNN,ENSSSCG00000026829,ENSG00000085274
MYO10,ENSSSCG00000016794,ENSG00000145555
MYO15B,ENSSSCG00000036248,ENSG00000266714
MYO16,ENSSSCG00000009543,ENSG00000041515
MYO18A,ENSSSCG00000017783,ENSG00000196535
MYO18B,ENSSSCG00000009957,ENSG00000133454
MYO1A,ENSSSCG00000000413,ENSG00000166866
MYO1B,ENSSSCG00000016061,ENSG00000128641
MYO1C,ENSSSCG00000021821,ENSG00000197879
MYO1D,ENSSSCG00000017728,ENSG00000176658
MYO1E,ENSSSCG00000004587,ENSG00000157483
MYO1F,ENSSSCG00000013604,ENSG00000142347
MYO1G,ENSSSCG00000016742,ENSG00000136286
MYO1H,ENSSSCG00000009935,ENSG00000174527
MYO3B,ENSSSCG00000032177,ENSG00000071909
MYO5A,ENSSSCG00000004620,ENSG00000197535
MYO5B,ENSSSCG00000004511,ENSG00000167306
MYO5C,ENSSSCG00000004621,ENSG00000128833
MYO6,ENSSSCG00000004478,ENSG00000196586
MYO7A,ENSSSCG00000014876,ENSG00000137474
MYO7B,ENSSSCG00000015864,ENSG00000169994
MYO9A,ENSSSCG00000004979,ENSG00000066933
MYO9B,ENSSSCG00000013876,ENSG00000099331
MYOC,ENSSSCG00000035066,ENSG00000034971
MYOCD,ENSSSCG00000031988,ENSG00000141052
MYOD1,ENSSSCG00000013375,ENSG00000129152
MYOF,ENSSSCG00000010476,ENSG00000138119
MYOG,ENSSSCG00000034654,ENSG00000122180
MYOM1,ENSSSCG00000003693,ENSG00000101605
MYOM2,ENSSSCG00000015747,ENSG00000036448
MYOM3,ENSSSCG00000036534,ENSG00000142661
MYORG,ENSSSCG00000033196,ENSG00000164976
MYOT,ENSSSCG00000014324,ENSG00000120729
MYOZ1,ENSSSCG00000010304,ENSG00000177791
MYOZ3,ENSSSCG00000035729,ENSG00000164591
MYPN,ENSSSCG00000029311,ENSG00000138347
MYPOP,ENSSSCG00000038739,ENSG00000176182
MYRFL,ENSSSCG00000023936,ENSG00000166268
MYRIP,ENSSSCG00000011269,ENSG00000170011
MYSM1,ENSSSCG00000003830,ENSG00000162601
MYT1,ENSSSCG00000039212,ENSG00000196132
MYT1L,ENSSSCG00000029334,ENSG00000186487
MYZAP,ENSSSCG00000004598,ENSG00000263155
MZB1,ENSSSCG00000029239,ENSG00000170476
MZF1,ENSSSCG00000031562,ENSG00000099326
MZT1,ENSSSCG00000040073,ENSG00000204899
N4BP1,ENSSSCG00000002841,ENSG00000102921
N4BP2,ENSSSCG00000008792,ENSG00000078177
N4BP2L1,ENSSSCG00000040566,ENSG00000139597
N4BP3,ENSSSCG00000014034,ENSG00000145911
NAA10,ENSSSCG00000012791,ENSG00000102030
NAA11,ENSSSCG00000009258,ENSG00000156269
NAA15,ENSSSCG00000009061,ENSG00000164134
NAA20,ENSSSCG00000028132,ENSG00000173418
NAA25,ENSSSCG00000009887,ENSG00000111300
NAA30,ENSSSCG00000031332,ENSG00000139977
NAA35,ENSSSCG00000010956,ENSG00000135040
NAA38,ENSSSCG00000017971,ENSG00000183011
NAA40,ENSSSCG00000022687,ENSG00000110583
NAA50,ENSSSCG00000011917,ENSG00000121579
NAA60,ENSSSCG00000021065,ENSG00000122390
NAA80,ENSSSCG00000011404,ENSG00000243477
NAAA,ENSSSCG00000008973,ENSG00000138744
NAALAD2,ENSSSCG00000014933,ENSG00000077616
NAALADL1,ENSSSCG00000013010,ENSG00000168060
NAALADL2,ENSSSCG00000023871,ENSG00000177694
NAB1,ENSSSCG00000029547,ENSG00000138386
NAB2,ENSSSCG00000000411,ENSG00000166886
NABP1,ENSSSCG00000016062,ENSG00000173559
NABP2,ENSSSCG00000000384,ENSG00000139579
NACA,ENSSSCG00000020830,ENSG00000196531
NACAD,ENSSSCG00000016733,ENSG00000136274
NACC1,ENSSSCG00000013751,ENSG00000160877
NACC2,ENSSSCG00000040967,ENSG00000148411
NADK,ENSSSCG00000038967,ENSG00000008130
NADK2,ENSSSCG00000016836,ENSG00000152620
NADSYN1,ENSSSCG00000012859,ENSG00000172890
NAE1,ENSSSCG00000035639,ENSG00000159593
NAF1,ENSSSCG00000008887,ENSG00000145414
NAGA,ENSSSCG00000000050,ENSG00000198951
NAGK,ENSSSCG00000008316,ENSG00000124357
NAGLU,ENSSSCG00000046466,ENSG00000108784
NAGPA,ENSSSCG00000007925,ENSG00000103174
NAGS,ENSSSCG00000024179,ENSG00000161653
NAIF1,ENSSSCG00000005630,ENSG00000171169
NALCN,ENSSSCG00000038949,ENSG00000102452
NALF1,ENSSSCG00000040130,ENSG00000204442
NALF2,ENSSSCG00000012386,ENSG00000130054
NAMPT,ENSSSCG00000015435,ENSG00000105835
NANOG,ENSSSCG00000040403,ENSG00000111704
NANOS1,ENSSSCG00000040025,ENSG00000188613
NANOS2,ENSSSCG00000003096,ENSG00000188425
NANOS3,ENSSSCG00000013759,ENSG00000187556
NANS,ENSSSCG00000005373,ENSG00000095380
NAP1L1,ENSSSCG00000000522,ENSG00000187109
NAP1L2,ENSSSCG00000012415,ENSG00000186462
NAP1L3,ENSSSCG00000012504,ENSG00000186310
NAP1L4,ENSSSCG00000012856,ENSG00000205531
NAP1L5,ENSSSCG00000009209,ENSG00000177432
NAPA,ENSSSCG00000003120,ENSG00000105402
NAPB,ENSSSCG00000031219,ENSG00000125814
NAPEPLD,ENSSSCG00000022903,ENSG00000161048
NAPG,ENSSSCG00000038533,ENSG00000134265
NAPSA,ENSSSCG00000003212,ENSG00000131400
NARF,ENSSSCG00000017126,ENSG00000141562
NARS1,ENSSSCG00000004542,ENSG00000134440
NARS2,ENSSSCG00000014893,ENSG00000137513
NASP,ENSSSCG00000029573,ENSG00000132780
NAT10,ENSSSCG00000013304,ENSG00000135372
NAT8,ENSSSCG00000021579,ENSG00000144035
NAT8L,ENSSSCG00000033541,ENSG00000185818
NAT9,ENSSSCG00000017231,ENSG00000109065
NAV1,ENSSSCG00000010915,ENSG00000134369
NAV2,ENSSSCG00000013351,ENSG00000166833
NAV3,ENSSSCG00000029249,ENSG00000067798
NAXD,ENSSSCG00000029502,ENSG00000213995
NAXE,ENSSSCG00000006480,ENSG00000163382
NBAS,ENSSSCG00000008621,ENSG00000151779
NBEA,ENSSSCG00000034348,ENSG00000172915
NBEAL1,ENSSSCG00000016118,ENSG00000144426
NBEAL2,ENSSSCG00000011330,ENSG00000160796
NBL1,ENSSSCG00000024669,ENSG00000158747
NBN,ENSSSCG00000006127,ENSG00000104320
NBR1,ENSSSCG00000030211,ENSG00000188554
NCALD,ENSSSCG00000006059,ENSG00000104490
NCAM1,ENSSSCG00000015045,ENSG00000149294
NCAM2,ENSSSCG00000012020,ENSG00000154654
NCAN,ENSSSCG00000032131,ENSG00000130287
NCAPD2,ENSSSCG00000000693,ENSG00000010292
NCAPD3,ENSSSCG00000022192,ENSG00000151503
NCAPG,ENSSSCG00000008747,ENSG00000109805
NCAPG2,ENSSSCG00000028169,ENSG00000146918
NCAPH,ENSSSCG00000008125,ENSG00000121152
NCAPH2,ENSSSCG00000000965,ENSG00000025770
NCBP1,ENSSSCG00000005366,ENSG00000136937
NCBP2,ENSSSCG00000027323,ENSG00000114503
NCBP2L,ENSSSCG00000012562,ENSG00000170935
NCBP3,ENSSSCG00000017870,ENSG00000074356
NCCRP1,ENSSSCG00000026407,ENSG00000188505
NCDN,ENSSSCG00000031786,ENSG00000020129
NCEH1,ENSSSCG00000011755,ENSG00000144959
NCF1,ENSSSCG00000007722,ENSG00000158517
NCF2,ENSSSCG00000015559,ENSG00000116701
NCF4,ENSSSCG00000000137,ENSG00000100365
NCK1,ENSSSCG00000025701,ENSG00000158092
NCK2,ENSSSCG00000008144,ENSG00000071051
NCKAP1,ENSSSCG00000016019,ENSG00000061676
NCKAP1L,ENSSSCG00000000295,ENSG00000123338
NCKAP5,ENSSSCG00000023479,ENSG00000176771
NCKAP5L,ENSSSCG00000000209,ENSG00000167566
NCKIPSD,ENSSSCG00000011364,ENSG00000213672
NCL,ENSSSCG00000016275,ENSG00000115053
NCLN,ENSSSCG00000013475,ENSG00000125912
NCOA1,ENSSSCG00000008581,ENSG00000084676
NCOA2,ENSSSCG00000006194,ENSG00000140396
NCOA3,ENSSSCG00000007458,ENSG00000124151
NCOA4,ENSSSCG00000010399,ENSG00000266412
NCOA5,ENSSSCG00000007438,ENSG00000124160
NCOA6,ENSSSCG00000007284,ENSG00000198646
NCOA7,ENSSSCG00000004222,ENSG00000111912
NCOR1,ENSSSCG00000018039,ENSG00000141027
NCOR2,ENSSSCG00000009761,ENSG00000196498
NCR1,ENSSSCG00000022675,ENSG00000189430
NCR2,ENSSSCG00000001618,ENSG00000096264
NCS1,ENSSSCG00000039311,ENSG00000107130
NCSTN,ENSSSCG00000006385,ENSG00000162736
NDC1,ENSSSCG00000028748,ENSG00000058804
NDC80,ENSSSCG00000003697,ENSG00000080986
NDE1,ENSSSCG00000040479,ENSG00000072864
NDEL1,ENSSSCG00000017986,ENSG00000166579
NDFIP1,ENSSSCG00000025295,ENSG00000131507
NDFIP2,ENSSSCG00000009480,ENSG00000102471
NDN,ENSSSCG00000004834,ENSG00000182636
NDNF,ENSSSCG00000029260,ENSG00000173376
NDOR1,ENSSSCG00000005859,ENSG00000188566
NDP,ENSSSCG00000029656,ENSG00000124479
NDRG1,ENSSSCG00000005944,ENSG00000104419
NDRG2,ENSSSCG00000030309,ENSG00000165795
NDRG3,ENSSSCG00000007322,ENSG00000101079
NDRG4,ENSSSCG00000021911,ENSG00000103034
NDST1,ENSSSCG00000032731,ENSG00000070614
NDST2,ENSSSCG00000010310,ENSG00000166507
NDST3,ENSSSCG00000009115,ENSG00000164100
NDST4,ENSSSCG00000033834,ENSG00000138653
NDUFA10,ENSSSCG00000016349,ENSG00000130414
NDUFA11,ENSSSCG00000027307,ENSG00000174886
NDUFA12,ENSSSCG00000000905,ENSG00000184752
NDUFA2,ENSSSCG00000014371,ENSG00000131495
NDUFA3,ENSSSCG00000003261,ENSG00000170906
NDUFA5,ENSSSCG00000037869,ENSG00000128609
NDUFA7,ENSSSCG00000041220,ENSG00000267855
NDUFA8,ENSSSCG00000005528,ENSG00000119421
NDUFA9,ENSSSCG00000000719,ENSG00000139180
NDUFAB1,ENSSSCG00000010795,ENSG00000004779
NDUFAF1,ENSSSCG00000004748,ENSG00000137806
NDUFAF3,ENSSSCG00000011371,ENSG00000178057
NDUFAF4,ENSSSCG00000004342,ENSG00000123545
NDUFAF5,ENSSSCG00000007076,ENSG00000101247
NDUFAF6,ENSSSCG00000006093,ENSG00000156170
NDUFAF7,ENSSSCG00000008494,ENSG00000003509
NDUFAF8,ENSSSCG00000039183,ENSG00000224877
NDUFB1,ENSSSCG00000002449,ENSG00000183648
NDUFB10,ENSSSCG00000030328,ENSG00000140990
NDUFB11,ENSSSCG00000034487,ENSG00000147123
NDUFB2,ENSSSCG00000032390,ENSG00000090266
NDUFB3,ENSSSCG00000016100,ENSG00000119013
NDUFB4,ENSSSCG00000031913,ENSG00000065518
NDUFB5,ENSSSCG00000011764,ENSG00000136521
NDUFB6,ENSSSCG00000011003,ENSG00000165264
NDUFB7,ENSSSCG00000013778,ENSG00000099795
NDUFB8,ENSSSCG00000006166,ENSG00000166136
NDUFB9,ENSSSCG00000005976,ENSG00000147684
NDUFC2,ENSSSCG00000039494,ENSG00000151366
NDUFS1,ENSSSCG00000016127,ENSG00000023228
NDUFS2,ENSSSCG00000006358,ENSG00000158864
NDUFS3,ENSSSCG00000032081,ENSG00000213619
NDUFS4,ENSSSCG00000016893,ENSG00000164258
NDUFS5,ENSSSCG00000003653,ENSG00000168653
NDUFS6,ENSSSCG00000017114,ENSG00000145494
NDUFS7,ENSSSCG00000024144,ENSG00000115286
NDUFS8,ENSSSCG00000037455,ENSG00000110717
NDUFV1,ENSSSCG00000012896,ENSG00000167792
NDUFV2,ENSSSCG00000038826,ENSG00000178127
NDUFV3,ENSSSCG00000021991,ENSG00000160194
NEB,ENSSSCG00000016397,ENSG00000183091
NEBL,ENSSSCG00000011090,ENSG00000078114
NECAB1,ENSSSCG00000031424,ENSG00000123119
NECAB2,ENSSSCG00000038048,ENSG00000103154
NECAB3,ENSSSCG00000029626,ENSG00000125967
NECAP1,ENSSSCG00000025179,ENSG00000089818
NECAP2,ENSSSCG00000003477,ENSG00000157191
NECTIN1,ENSSSCG00000015125,ENSG00000110400
NECTIN2,ENSSSCG00000003090,ENSG00000130202
NECTIN3,ENSSSCG00000011933,ENSG00000177707
NECTIN4,ENSSSCG00000026861,ENSG00000143217
NEDD1,ENSSSCG00000000890,ENSG00000139350
NEDD4,ENSSSCG00000037499,ENSG00000069869
NEDD4L,ENSSSCG00000004919,ENSG00000049759
NEDD8,ENSSSCG00000031938,ENSG00000129559
NEDD9,ENSSSCG00000023956,ENSG00000111859
NEFH,ENSSSCG00000009979,ENSG00000100285
NEFM,ENSSSCG00000009648,ENSG00000104722
NEGR1,ENSSSCG00000025085,ENSG00000172260
NEIL1,ENSSSCG00000001882,ENSG00000140398
NEIL2,ENSSSCG00000028699,ENSG00000154328
NEIL3,ENSSSCG00000015771,ENSG00000109674
NEK1,ENSSSCG00000009714,ENSG00000137601
NEK10,ENSSSCG00000011217,ENSG00000163491
NEK11,ENSSSCG00000011181,ENSG00000114670
NEK2,ENSSSCG00000015604,ENSG00000117650
NEK3,ENSSSCG00000009379,ENSG00000136098
NEK4,ENSSSCG00000011446,ENSG00000114904
NEK5,ENSSSCG00000009380,ENSG00000197168
NEK6,ENSSSCG00000005587,ENSG00000119408
NEK7,ENSSSCG00000010904,ENSG00000151414
NEK8,ENSSSCG00000017766,ENSG00000160602
NEK9,ENSSSCG00000002381,ENSG00000119638
NELFA,ENSSSCG00000008681,ENSG00000185049
NELFB,ENSSSCG00000005846,ENSG00000188986
NELFCD,ENSSSCG00000007521,ENSG00000101158
NELL1,ENSSSCG00000039940,ENSG00000165973
NELL2,ENSSSCG00000000802,ENSG00000184613
NEMF,ENSSSCG00000005011,ENSG00000165525
NEMP1,ENSSSCG00000025542,ENSG00000166881
NEMP2,ENSSSCG00000016053,ENSG00000189362
NENF,ENSSSCG00000038614,ENSG00000117691
NEO1,ENSSSCG00000001921,ENSG00000067141
NES,ENSSSCG00000006474,ENSG00000132688
NET1,ENSSSCG00000023105,ENSG00000173848
NETO1,ENSSSCG00000027654,ENSG00000166342
NETO2,ENSSSCG00000026318,ENSG00000171208
NEU2,ENSSSCG00000016297,ENSG00000115488
NEU3,ENSSSCG00000021638,ENSG00000162139
NEU4,ENSSSCG00000037090,ENSG00000204099
NEURL1,ENSSSCG00000010603,ENSG00000107954
NEURL1B,ENSSSCG00000016992,ENSG00000214357
NEURL2,ENSSSCG00000007430,ENSG00000124257
NEURL4,ENSSSCG00000017941,ENSG00000215041
NEUROD1,ENSSSCG00000016011,ENSG00000162992
NEUROD2,ENSSSCG00000033583,ENSG00000171532
NEUROD4,ENSSSCG00000035778,ENSG00000123307
NEUROD6,ENSSSCG00000039501,ENSG00000164600
NEUROG1,ENSSSCG00000014309,ENSG00000181965
NEUROG2,ENSSSCG00000033479,ENSG00000178403
NEUROG3,ENSSSCG00000034488,ENSG00000122859
NEXMIF,ENSSSCG00000035689,ENSG00000050030
NEXN,ENSSSCG00000003768,ENSG00000162614
NF1,ENSSSCG00000017748,ENSG00000196712
NF2,ENSSSCG00000028707,ENSG00000186575
NFAM1,ENSSSCG00000037425,ENSG00000235568
NFASC,ENSSSCG00000022951,ENSG00000163531
NFAT5,ENSSSCG00000002755,ENSG00000102908
NFATC1,ENSSSCG00000004856,ENSG00000131196
NFATC2,ENSSSCG00000007477,ENSG00000101096
NFATC2IP,ENSSSCG00000007808,ENSG00000176953
NFATC3,ENSSSCG00000029578,ENSG00000072736
NFATC4,ENSSSCG00000001986,ENSG00000100968
NFE2,ENSSSCG00000000289,ENSG00000123405
NFE2L1,ENSSSCG00000017525,ENSG00000082641
NFE2L2,ENSSSCG00000015987,ENSG00000116044
NFE2L3,ENSSSCG00000026894,ENSG00000050344
NFIA,ENSSSCG00000023243,ENSG00000162599
NFIB,ENSSSCG00000005190,ENSG00000147862
NFIC,ENSSSCG00000036537,ENSG00000141905
NFIL3,ENSSSCG00000009592,ENSG00000165030
NFIX,ENSSSCG00000013742,ENSG00000008441
NFKB1,ENSSSCG00000030957,ENSG00000109320
NFKB2,ENSSSCG00000010580,ENSG00000077150
NFKBIA,ENSSSCG00000001952,ENSG00000100906
NFKBIB,ENSSSCG00000026904,ENSG00000104825
NFKBID,ENSSSCG00000002917,ENSG00000167604
NFKBIE,ENSSSCG00000001703,ENSG00000146232
NFKBIZ,ENSSSCG00000011951,ENSG00000144802
NFRKB,ENSSSCG00000015242,ENSG00000170322
NFS1,ENSSSCG00000007307,ENSG00000244005
NFU1,ENSSSCG00000025007,ENSG00000169599
NFX1,ENSSSCG00000010994,ENSG00000086102
NFXL1,ENSSSCG00000008816,ENSG00000170448
NFYA,ENSSSCG00000001611,ENSG00000001167
NFYB,ENSSSCG00000000844,ENSG00000120837
NFYC,ENSSSCG00000003976,ENSG00000066136
NGB,ENSSSCG00000002399,ENSG00000165553
NGDN,ENSSSCG00000002020,ENSG00000129460
NGEF,ENSSSCG00000016295,ENSG00000066248
NGF,ENSSSCG00000032417,ENSG00000134259
NGFR,ENSSSCG00000017548,ENSG00000064300
NGLY1,ENSSSCG00000011214,ENSG00000151092
NHEJ1,ENSSSCG00000016205,ENSG00000187736
NHERF1,ENSSSCG00000017232,ENSG00000109062
NHERF2,ENSSSCG00000008038,ENSG00000065054
NHERF4,ENSSSCG00000027710,ENSG00000172367
NHLH1,ENSSSCG00000006384,ENSG00000171786
NHLH2,ENSSSCG00000006744,ENSG00000177551
NHLRC1,ENSSSCG00000001072,ENSG00000187566
NHLRC2,ENSSSCG00000010645,ENSG00000196865
NHLRC3,ENSSSCG00000037746,ENSG00000188811
NHP2,ENSSSCG00000039635,ENSG00000145912
NHS,ENSSSCG00000012151,ENSG00000188158
NHSL1,ENSSSCG00000004149,ENSG00000135540
NHSL2,ENSSSCG00000012408,ENSG00000204131
NHSL3,ENSSSCG00000037621,ENSG00000162522
NIBAN1,ENSSSCG00000015567,ENSG00000135842
NIBAN2,ENSSSCG00000005614,ENSG00000136830
NIBAN3,ENSSSCG00000013883,ENSG00000167483
NICN1,ENSSSCG00000031594,ENSG00000145029
NID1,ENSSSCG00000026819,ENSG00000116962
NID2,ENSSSCG00000005030,ENSG00000087303
NIF3L1,ENSSSCG00000039654,ENSG00000196290
NIFK,ENSSSCG00000015730,ENSG00000155438
NIM1K,ENSSSCG00000016873,ENSG00000177453
NIN,ENSSSCG00000005022,ENSG00000100503
NINL,ENSSSCG00000007135,ENSG00000101004
NIP7,ENSSSCG00000033741,ENSG00000132603
NIPA1,ENSSSCG00000040778,ENSG00000170113
NIPA2,ENSSSCG00000036898,ENSG00000140157
NIPAL1,ENSSSCG00000037950,ENSG00000163293
NIPAL2,ENSSSCG00000031267,ENSG00000104361
NIPAL3,ENSSSCG00000003543,ENSG00000001461
NIPAL4,ENSSSCG00000017053,ENSG00000172548
NIPBL,ENSSSCG00000016842,ENSG00000164190
NIPSNAP1,ENSSSCG00000051359,ENSG00000184117
NIPSNAP2,ENSSSCG00000036659,ENSG00000146729
NISCH,ENSSSCG00000011442,ENSG00000010322
NIT1,ENSSSCG00000037793,ENSG00000158793
NIT2,ENSSSCG00000011968,ENSG00000114021
NKAIN1,ENSSSCG00000032193,ENSG00000084628
NKAIN2,ENSSSCG00000036607,ENSG00000188580
NKAIN4,ENSSSCG00000036544,ENSG00000101198
NKAP,ENSSSCG00000012613,ENSG00000101882
NKAPD1,ENSSSCG00000015044,ENSG00000150776
NKAPL,ENSSSCG00000001205,ENSG00000189134
NKD1,ENSSSCG00000039875,ENSG00000140807
NKG7,ENSSSCG00000003231,ENSG00000105374
NKIRAS1,ENSSSCG00000024296,ENSG00000197885
NKIRAS2,ENSSSCG00000017418,ENSG00000168256
NKPD1,ENSSSCG00000035833,ENSG00000179846
NKRF,ENSSSCG00000012620,ENSG00000186416
NKTR,ENSSSCG00000011284,ENSG00000114857
NKX1-1,ENSSSCG00000038573,ENSG00000235608
NKX1-2,ENSSSCG00000010733,ENSG00000229544
NKX2-1,ENSSSCG00000001945,ENSG00000136352
NKX2-2,ENSSSCG00000040017,ENSG00000125820
NKX2-3,ENSSSCG00000010538,ENSG00000119919
NKX2-4,ENSSSCG00000007110,ENSG00000125816
NKX2-5,ENSSSCG00000036285,ENSG00000183072
NKX2-6,ENSSSCG00000028064,ENSG00000180053
NKX2-8,ENSSSCG00000001944,ENSG00000136327
NKX3-1,ENSSSCG00000031924,ENSG00000167034
NKX3-2,ENSSSCG00000034181,ENSG00000109705
NKX6-1,ENSSSCG00000009232,ENSG00000163623
NKX6-2,ENSSSCG00000036098,ENSG00000148826
NKX6-3,ENSSSCG00000033505,ENSG00000165066
NLE1,ENSSSCG00000025796,ENSG00000073536
NLGN1,ENSSSCG00000011756,ENSG00000169760
NLGN3,ENSSSCG00000027465,ENSG00000196338
NLK,ENSSSCG00000017756,ENSG00000087095
NLN,ENSSSCG00000016778,ENSG00000123213
NLRC5,ENSSSCG00000039751,ENSG00000140853
NLRP11,ENSSSCG00000003314,ENSG00000179873
NLRP12,ENSSSCG00000003251,ENSG00000142405
NLRP13,ENSSSCG00000024227,ENSG00000173572
NLRP3,ENSSSCG00000013940,ENSG00000162711
NLRP4,ENSSSCG00000045118,ENSG00000160505
NLRP5,ENSSSCG00000044019,ENSG00000171487
NLRP6,ENSSSCG00000014561,ENSG00000174885
NLRP7,ENSSSCG00000003286,ENSG00000167634
NLRP8,ENSSSCG00000003315,ENSG00000179709
NLRP9,ENSSSCG00000003307,ENSG00000185792
NLRX1,ENSSSCG00000044952,ENSG00000160703
NMB,ENSSSCG00000036907,ENSG00000197696
NMBR,ENSSSCG00000036250,ENSG00000135577
NMD3,ENSSSCG00000022952,ENSG00000169251
NME1,ENSSSCG00000038348,ENSG00000239672
NME2,ENSSSCG00000017591,ENSG00000243678
NME3,ENSSSCG00000008017,ENSG00000103024
NME4,ENSSSCG00000007986,ENSG00000103202
NME6,ENSSSCG00000011347,ENSG00000172113
NME7,ENSSSCG00000006294,ENSG00000143156
NME8,ENSSSCG00000015448,ENSG00000086288
NME9,ENSSSCG00000037044,ENSG00000181322
NMI,ENSSSCG00000022011,ENSG00000123609
NMNAT1,ENSSSCG00000003400,ENSG00000173614
NMNAT2,ENSSSCG00000015557,ENSG00000157064
NMNAT3,ENSSSCG00000031142,ENSG00000163864
NMRAL1,ENSSSCG00000007943,ENSG00000153406
NMRK1,ENSSSCG00000005272,ENSG00000106733
NMRK2,ENSSSCG00000040860,ENSG00000077009
NMT1,ENSSSCG00000017339,ENSG00000136448
NMT2,ENSSSCG00000026499,ENSG00000152465
NMU,ENSSSCG00000027954,ENSG00000109255
NMUR1,ENSSSCG00000016277,ENSG00000171596
NMUR2,ENSSSCG00000017076,ENSG00000132911
NNAT,ENSSSCG00000007336,ENSG00000053438
NNMT,ENSSSCG00000015054,ENSG00000166741
NNT,ENSSSCG00000016877,ENSG00000112992
NOA1,ENSSSCG00000025792,ENSG00000084092
NOB1,ENSSSCG00000002753,ENSG00000141101
NOBOX,ENSSSCG00000024977,ENSG00000106410
NOC2L,ENSSSCG00000023973,ENSG00000188976
NOC3L,ENSSSCG00000010484,ENSG00000173145
NOC4L,ENSSSCG00000009739,ENSG00000184967
NOCT,ENSSSCG00000024596,ENSG00000151014
NOD1,ENSSSCG00000016678,ENSG00000106100
NOD2,ENSSSCG00000038073,ENSG00000167207
NODAL,ENSSSCG00000039399,ENSG00000156574
NOG,ENSSSCG00000036437,ENSG00000183691
NOL10,ENSSSCG00000008635,ENSG00000115761
NOL4,ENSSSCG00000003737,ENSG00000101746
NOL4L,ENSSSCG00000007249,ENSG00000197183
NOL6,ENSSSCG00000010990,ENSG00000165271
NOL7,ENSSSCG00000040816,ENSG00000225921
NOL8,ENSSSCG00000008069,ENSG00000198000
NOL9,ENSSSCG00000030253,ENSG00000162408
NOLC1,ENSSSCG00000010576,ENSG00000166197
NOM1,ENSSSCG00000016411,ENSG00000146909
NONO,ENSSSCG00000023245,ENSG00000147140
NOP10,ENSSSCG00000036960,ENSG00000182117
NOP14,ENSSSCG00000008693,ENSG00000087269
NOP16,ENSSSCG00000014058,ENSG00000048162
NOP2,ENSSSCG00000000696,ENSG00000111641
NOP53,ENSSSCG00000022774,ENSG00000105373
NOP56,ENSSSCG00000027676,ENSG00000101361
NOP58,ENSSSCG00000022225,ENSG00000055044
NOP9,ENSSSCG00000001990,ENSG00000196943
NOPCHAP1,ENSSSCG00000027792,ENSG00000151131
NOS1,ENSSSCG00000009856,ENSG00000089250
NOS2,ENSSSCG00000017755,ENSG00000007171
NOS3,ENSSSCG00000016450,ENSG00000164867
NOSIP,ENSSSCG00000029154,ENSG00000142546
